lane,candidate_id,scope_type,scope_value,eligible_rows,scored_rows,coverage,seasons,spearman,spearman_ci_low,spearman_ci_high,rank_mae,ndcg,ndcg_top60,ndcg_primary_aggregate,ndcg_pooled_diagnostic,ndcg_top60_pooled_diagnostic,ndcg_row_weighted_mean,ndcg_median,ndcg_worst_season,ndcg_ci_low,ndcg_ci_high,ndcg_top60_row_weighted_mean,ndcg_top60_median,ndcg_top60_worst_season,ndcg_top60_ci_low,ndcg_top60_ci_high,top12_precision,top12_recall,top24_precision,top24_recall,top60_precision,top60_recall,severe_false_positives,severe_false_negatives,severe_errors,metric_status,review_only
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,OVERALL,ALL,2619,1550,0.591828942,6,0.659459062,0.631729590,0.685932609,46.254193548,0.967982678,0.888585999,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.978577820,0.841863982,0.968019623,0.968611498,0.959596662,0.963061711,0.972461855,0.888833519,0.886835338,0.866101277,0.875192916,0.903507548,0.361111111,0.361111111,0.458333333,0.458333333,0.597222222,0.597222222,9,12,21,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,POSITION,QB,349,233,0.667621777,6,0.657662222,,,7.390557940,0.923754528,0.923754528,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.954284837,0.871926196,0.924956774,0.918108554,0.890781872,0.904650364,0.944687197,0.924956774,0.918108554,0.890781872,0.907011200,0.941761550,0.569444444,0.569444444,0.861111111,0.861111111,1.000000000,1.000000000,0,0,0,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,POSITION,RB,678,385,0.567846608,6,0.685375591,,,11.288311688,0.910311725,0.897816751,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.932099768,0.778061836,0.910259977,0.909626199,0.891884531,0.900737357,0.920763728,0.897033363,0.901747081,0.870374059,0.885736277,0.912085036,0.527777778,0.527777778,0.715277778,0.715277778,0.957983193,0.957983193,0,0,0,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,POSITION,WR,1026,584,0.569200780,6,0.724737708,,,16.160958904,0.932316492,0.886732544,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.951387164,0.795962411,0.931816594,0.941999035,0.879008126,0.909223498,0.948205200,0.886246331,0.891747356,0.850175453,0.870907692,0.897860805,0.541666667,0.541666667,0.666666667,0.666666667,0.797222222,0.797222222,0,0,0,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,POSITION,TE,566,348,0.614840989,6,0.684806295,,,10.097701149,0.936454886,0.931854808,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.949811650,0.834877110,0.936257598,0.934618409,0.921020320,0.926172409,0.944330869,0.931195510,0.934618409,0.898243213,0.918797885,0.943028141,0.555555556,0.555555556,0.736111111,0.736111111,0.979472141,0.979472141,0,0,0,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,SEASON,2018,401,224,0.558603491,1,0.581981636,,,43.919642857,0.965117830,0.871953295,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.965117830,0.871953295,0.965117830,0.965117830,0.965117830,,,0.871953295,0.871953295,0.871953295,,,0.416666667,0.416666667,0.416666667,0.416666667,0.500000000,0.500000000,1,5,6,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,SEASON,2019,406,268,0.660098522,1,0.658996276,,,47.880597015,0.963127024,0.866101277,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.963127024,0.866101277,0.963127024,0.963127024,0.963127024,,,0.866101277,0.866101277,0.866101277,,,0.416666667,0.416666667,0.416666667,0.416666667,0.583333333,0.583333333,1,1,2,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,SEASON,2020,434,267,0.615207373,1,0.644141378,,,49.011235955,0.959596662,0.873623574,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.959596662,0.873623574,0.959596662,0.959596662,0.959596662,,,0.873623574,0.873623574,0.873623574,,,0.333333333,0.333333333,0.416666667,0.416666667,0.616666667,0.616666667,1,0,1,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,SEASON,2021,466,266,0.570815451,1,0.683857938,,,46.225563910,0.974233741,0.900047103,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.974233741,0.900047103,0.974233741,0.974233741,0.974233741,,,0.900047103,0.900047103,0.900047103,,,0.333333333,0.333333333,0.458333333,0.458333333,0.583333333,0.583333333,3,2,5,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,SEASON,2022,472,256,0.542372881,1,0.711671721,,,41.617187500,0.973715645,0.918035379,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.973715645,0.918035379,0.973715645,0.973715645,0.973715645,,,0.918035379,0.918035379,0.918035379,,,0.333333333,0.333333333,0.500000000,0.500000000,0.666666667,0.666666667,0,0,0,SUPPORTED,True
DYNASTY,D0_FINISHED_V1_ACCEPTED_PROXY,SEASON,2023,440,269,0.611363636,1,0.621935551,,,48.282527881,0.972105166,0.901755366,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.972105166,0.901755366,0.972105166,0.972105166,0.972105166,,,0.901755366,0.901755366,0.901755366,,,0.333333333,0.333333333,0.541666667,0.541666667,0.633333333,0.633333333,3,4,7,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,OVERALL,ALL,2619,1550,0.591828942,6,0.720215540,0.682884798,0.751322765,40.072258065,0.970707609,0.900759463,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.980154896,0.836664020,0.970905666,0.969926059,0.962385146,0.963293604,0.977656268,0.901202224,0.900167717,0.874329105,0.885674426,0.917138834,0.402777778,0.402777778,0.486111111,0.486111111,0.647222222,0.647222222,5,10,15,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,POSITION,QB,349,233,0.667621777,6,0.677792591,,,6.995708155,0.919150163,0.919150163,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.954892583,0.860540029,0.920718007,0.910253215,0.894950159,0.899146275,0.943502068,0.920718007,0.910253215,0.894950159,0.900170335,0.937079637,0.597222222,0.597222222,0.861111111,0.861111111,1.000000000,1.000000000,0,0,0,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,POSITION,RB,678,385,0.567846608,6,0.709488168,,,10.670129870,0.915061856,0.904621674,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.928864757,0.776275508,0.915079836,0.913046397,0.896914064,0.903627452,0.927443816,0.903965988,0.906313342,0.878789071,0.890792450,0.920156024,0.527777778,0.527777778,0.715277778,0.715277778,0.966386555,0.966386555,0,0,0,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,POSITION,WR,1026,584,0.569200780,6,0.743639952,,,15.657534247,0.935381828,0.891322039,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.952053814,0.806522551,0.935033201,0.937808284,0.897232526,0.918542101,0.949116369,0.890937612,0.893110422,0.864546421,0.879033493,0.902824741,0.583333333,0.583333333,0.687500000,0.687500000,0.794444444,0.794444444,0,0,0,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,POSITION,TE,566,348,0.614840989,6,0.745117890,,,8.867816092,0.942848462,0.941385506,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.946995446,0.837697707,0.942384170,0.946764415,0.920862310,0.932004444,0.950355497,0.940780558,0.944905417,0.915802570,0.930859118,0.949010245,0.625000000,0.625000000,0.770833333,0.770833333,0.982404692,0.982404692,0,0,0,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,SEASON,2018,401,224,0.558603491,1,0.636891950,,,41.303571429,0.962385146,0.878770747,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.962385146,0.878770747,0.962385146,0.962385146,0.962385146,,,0.878770747,0.878770747,0.878770747,,,0.333333333,0.333333333,0.458333333,0.458333333,0.533333333,0.533333333,1,2,3,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,SEASON,2019,406,268,0.660098522,1,0.682741840,,,44.783582090,0.962651281,0.874329105,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.962651281,0.874329105,0.962651281,0.962651281,0.962651281,,,0.874329105,0.874329105,0.874329105,,,0.416666667,0.416666667,0.458333333,0.458333333,0.633333333,0.633333333,1,3,4,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,SEASON,2020,434,267,0.615207373,1,0.703742628,,,43.835205993,0.964142642,0.886831069,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.964142642,0.886831069,0.964142642,0.964142642,0.964142642,,,0.886831069,0.886831069,0.886831069,,,0.416666667,0.416666667,0.500000000,0.500000000,0.666666667,0.666666667,0,1,1,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,SEASON,2021,466,266,0.570815451,1,0.760015047,,,38.007518797,0.978602684,0.913504364,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.978602684,0.913504364,0.978602684,0.978602684,0.978602684,,,0.913504364,0.913504364,0.913504364,,,0.416666667,0.416666667,0.500000000,0.500000000,0.616666667,0.616666667,2,1,3,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,SEASON,2022,472,256,0.542372881,1,0.779745079,,,35.265625000,0.975709475,0.925318282,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.975709475,0.925318282,0.975709475,0.975709475,0.975709475,,,0.925318282,0.925318282,0.925318282,,,0.416666667,0.416666667,0.458333333,0.458333333,0.716666667,0.716666667,0,0,0,SUPPORTED,True
DYNASTY,D1_DISCOUNTED_MULTI_HORIZON_VOR,SEASON,2023,440,269,0.611363636,1,0.728366223,,,37.234200743,0.980754425,0.925803209,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.980754425,0.925803209,0.980754425,0.980754425,0.980754425,,,0.925803209,0.925803209,0.925803209,,,0.416666667,0.416666667,0.541666667,0.541666667,0.716666667,0.716666667,1,3,4,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,OVERALL,ALL,2619,1550,0.591828942,6,0.713959982,0.672663667,0.748803329,39.926451613,0.971672235,0.903906300,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.980343151,0.838214070,0.971779253,0.971256398,0.963795141,0.965684692,0.977248529,0.904212947,0.902878095,0.880956078,0.889592872,0.917772660,0.402777778,0.402777778,0.493055556,0.493055556,0.650000000,0.650000000,5,11,16,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,POSITION,QB,349,233,0.667621777,6,0.673204186,,,7.047210300,0.917429474,0.917429474,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.953228162,0.843892524,0.918864549,0.908418254,0.885544031,0.897436564,0.943508032,0.918864549,0.908418254,0.885544031,0.898522983,0.935397090,0.611111111,0.611111111,0.840277778,0.840277778,1.000000000,1.000000000,0,0,0,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,POSITION,RB,678,385,0.567846608,6,0.709337730,,,10.722077922,0.915214096,0.903976406,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.929453256,0.774000839,0.915249563,0.913661675,0.896828512,0.903834156,0.927728388,0.903331832,0.905770325,0.869703102,0.888565086,0.920148154,0.527777778,0.527777778,0.715277778,0.715277778,0.960784314,0.960784314,0,0,0,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,POSITION,WR,1026,584,0.569200780,6,0.737923372,,,15.832191781,0.937634687,0.890953494,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.953638382,0.814336527,0.937302868,0.944614222,0.897116482,0.919517991,0.951460724,0.890655905,0.894324294,0.864557496,0.877961654,0.901572346,0.611111111,0.611111111,0.694444444,0.694444444,0.791666667,0.791666667,0,0,0,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,POSITION,TE,566,348,0.614840989,6,0.735420744,,,9.080459770,0.942640159,0.941179679,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.947376063,0.840449442,0.942177739,0.946111627,0.920797270,0.932217452,0.950050050,0.940576835,0.944256768,0.915744107,0.930635562,0.948868528,0.638888889,0.638888889,0.763888889,0.763888889,0.982404692,0.982404692,0,0,0,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,SEASON,2018,401,224,0.558603491,1,0.620838138,,,41.500000000,0.966859323,0.887529377,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.966859323,0.887529377,0.966859323,0.966859323,0.966859323,,,0.887529377,0.887529377,0.887529377,,,0.333333333,0.333333333,0.458333333,0.458333333,0.533333333,0.533333333,1,2,3,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,SEASON,2019,406,268,0.660098522,1,0.673531387,,,44.388059701,0.965641423,0.880956078,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.965641423,0.880956078,0.965641423,0.965641423,0.965641423,,,0.880956078,0.880956078,0.880956078,,,0.416666667,0.416666667,0.458333333,0.458333333,0.633333333,0.633333333,1,3,4,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,SEASON,2020,434,267,0.615207373,1,0.689634954,,,43.513108614,0.963795141,0.885888292,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.963795141,0.885888292,0.963795141,0.963795141,0.963795141,,,0.885888292,0.885888292,0.885888292,,,0.416666667,0.416666667,0.541666667,0.541666667,0.650000000,0.650000000,0,2,2,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,SEASON,2021,466,266,0.570815451,1,0.764290735,,,37.473684211,0.978582862,0.918226812,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.978582862,0.918226812,0.978582862,0.978582862,0.978582862,,,0.918226812,0.918226812,0.918226812,,,0.416666667,0.416666667,0.500000000,0.500000000,0.650000000,0.650000000,2,1,3,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,SEASON,2022,472,256,0.542372881,1,0.782053960,,,34.585937500,0.975653472,0.925266590,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.975653472,0.925266590,0.975653472,0.975653472,0.975653472,,,0.925266590,0.925266590,0.925266590,,,0.416666667,0.416666667,0.458333333,0.458333333,0.716666667,0.716666667,0,0,0,SUPPORTED,True
DYNASTY,D2_FUTURE_PRODUCTION_X_RETENTION,SEASON,2023,440,269,0.611363636,1,0.720357938,,,38.118959108,0.979501187,0.925570654,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.979501187,0.925570654,0.979501187,0.979501187,0.979501187,,,0.925570654,0.925570654,0.925570654,,,0.416666667,0.416666667,0.541666667,0.541666667,0.716666667,0.716666667,1,3,4,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,OVERALL,ALL,2619,1550,0.591828942,6,0.713957198,0.672691383,0.748788823,39.927741935,0.971656532,0.903869600,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.980228148,0.837337107,0.971760482,0.971248631,0.963787737,0.965676379,0.977253809,0.904170389,0.903002953,0.880555065,0.889448177,0.917770732,0.416666667,0.416666667,0.493055556,0.493055556,0.650000000,0.650000000,5,11,16,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,POSITION,QB,349,233,0.667621777,6,0.673204186,,,7.047210300,0.917429474,0.917429474,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.953228162,0.843892524,0.918864549,0.908418254,0.885544031,0.897436564,0.943508032,0.918864549,0.908418254,0.885544031,0.898522983,0.935397090,0.611111111,0.611111111,0.840277778,0.840277778,1.000000000,1.000000000,0,0,0,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,POSITION,RB,678,385,0.567846608,6,0.709337730,,,10.722077922,0.915214096,0.903976406,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.929685449,0.774493878,0.915249563,0.913661675,0.896828512,0.903834156,0.927728388,0.903331832,0.905770325,0.869703102,0.888565086,0.920148154,0.527777778,0.527777778,0.715277778,0.715277778,0.960784314,0.960784314,0,0,0,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,POSITION,WR,1026,584,0.569200780,6,0.737923372,,,15.832191781,0.937634687,0.890953494,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.953629119,0.814310036,0.937302868,0.944614222,0.897116482,0.919517991,0.951460724,0.890655905,0.894324294,0.864557496,0.877961654,0.901572346,0.611111111,0.611111111,0.694444444,0.694444444,0.791666667,0.791666667,0,0,0,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,POSITION,TE,566,348,0.614840989,6,0.735420744,,,9.080459770,0.942640159,0.941179679,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.947376063,0.840449442,0.942177739,0.946111627,0.920797270,0.932217452,0.950050050,0.940576835,0.944256768,0.915744107,0.930635562,0.948868528,0.638888889,0.638888889,0.763888889,0.763888889,0.982404692,0.982404692,0,0,0,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,SEASON,2018,401,224,0.558603491,1,0.620912876,,,41.491071429,0.966989157,0.887779094,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.966989157,0.887779094,0.966989157,0.966989157,0.966989157,,,0.887779094,0.887779094,0.887779094,,,0.416666667,0.416666667,0.458333333,0.458333333,0.533333333,0.533333333,1,2,3,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,SEASON,2019,406,268,0.660098522,1,0.673515801,,,44.388059701,0.965453514,0.880555065,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.965453514,0.880555065,0.965453514,0.965453514,0.965453514,,,0.880555065,0.880555065,0.880555065,,,0.416666667,0.416666667,0.458333333,0.458333333,0.633333333,0.633333333,1,3,4,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,SEASON,2020,434,267,0.615207373,1,0.689635585,,,43.520599251,0.963787737,0.885872666,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.963787737,0.885872666,0.963787737,0.963787737,0.963787737,,,0.885872666,0.885872666,0.885872666,,,0.416666667,0.416666667,0.541666667,0.541666667,0.650000000,0.650000000,0,2,2,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,SEASON,2021,466,266,0.570815451,1,0.764290735,,,37.473684211,0.978582862,0.918226812,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.978582862,0.918226812,0.978582862,0.978582862,0.978582862,,,0.918226812,0.918226812,0.918226812,,,0.416666667,0.416666667,0.500000000,0.500000000,0.650000000,0.650000000,2,1,3,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,SEASON,2022,472,256,0.542372881,1,0.782010328,,,34.601562500,0.975508105,0.924953151,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.975508105,0.924953151,0.975508105,0.975508105,0.975508105,,,0.924953151,0.924953151,0.924953151,,,0.416666667,0.416666667,0.458333333,0.458333333,0.716666667,0.716666667,0,0,0,SUPPORTED,True
DYNASTY,D3_CAPPED_CAREER_HORIZON_GUARDS,SEASON,2023,440,269,0.611363636,1,0.720352389,,,38.111524164,0.979617816,0.925830811,UNWEIGHTED_MEAN_OF_TARGET_SEASON_NDCG,0.979617816,0.925830811,0.979617816,0.979617816,0.979617816,,,0.925830811,0.925830811,0.925830811,,,0.416666667,0.416666667,0.541666667,0.541666667,0.716666667,0.716666667,1,3,4,SUPPORTED,True
