source_dataset,source_row,gsis_id,identity_classification,provider_authority,provider_id,player_name,position,draft_year,draft_round,draft_pick,name_used_as_identity
combine,3,,UNRESOLVED,,,Kyle Allamon,TE,2000,,,false
combine,8,,UNRESOLVED,,,Kyle Atteberry,K,2000,,,false
combine,11,,UNRESOLVED,,,Mark Baniewicz,OT,2000.0,7.0,,false
combine,15,,UNRESOLVED,,,Andrew Bayes,P,2000,,,false
combine,16,,UNRESOLVED,,,Terrance Beadles,OG,2000,,,false
combine,19,,UNRESOLVED,,,Matt Beck,ILB,2000,,,false
combine,24,,UNRESOLVED,,,Michael Boireau,DE,2000.0,2.0,,false
combine,26,,UNRESOLVED,,,Carl Bradley,DT,2000,,,false
combine,28,,UNRESOLVED,,,Robert Brannon,DT,2000,,,false
combine,29,,UNRESOLVED,,,Keith Brown,RB,2000,,,false
combine,30,,UNRESOLVED,,,Demario Brown,RB,2000,,,false
combine,38,,UNRESOLVED,,,Bill Burke,QB,2000,,,false
combine,40,,UNRESOLVED,,,David Byrd,CB,2000,,,false
combine,43,,UNRESOLVED,,,Giovanni Carmazzi,QB,2000.0,3.0,,false
combine,47,,UNRESOLVED,,,Chris Chaloupka,QB,2000,,,false
combine,50,,UNRESOLVED,,,Chrys Chukwuma,RB,2000,,,false
combine,51,,UNRESOLVED,,,Joey Chustz,OT,2000.0,4.0,,false
combine,52,,UNRESOLVED,,,Pedro Cirino,S,2000,,,false
combine,53,,UNRESOLVED,,,John Saint Clair,C,2000,,,false
combine,63,,UNRESOLVED,,,Kurth Connell,OT,2000,,,false
combine,64,,UNRESOLVED,,,Rameel Connor,DE,2000,,,false
combine,65,,UNRESOLVED,,,D.J. Cooper,DT,2000,,,false
combine,66,,UNRESOLVED,,,Ashley Cooper,S,2000,,,false
combine,69,,UNRESOLVED,,,Sedrick Curry,CB,2000,,,false
combine,70,,UNRESOLVED,,,Chris Daniels,WR,2000,,,false
combine,71,,UNRESOLVED,,,Brandon Daniels,WR,2000,,,false
combine,72,,UNRESOLVED,,,Joe Dean Davenport,TE,2000,,,false
combine,73,,UNRESOLVED,,,Darren Davis,RB,2000,,,false
combine,74,,UNRESOLVED,,,Adam Davis,OG,2000,,,false
combine,78,,UNRESOLVED,,,Mike Derouselle,DT,2000,,,false
combine,83,,UNRESOLVED,,,Chris Edwards,OLB,2000,,,false
combine,87,,UNRESOLVED,,,Dwan Epps,ILB,2000,,,false
combine,88,,UNRESOLVED,,,Matt Farmer,WR,2000,,,false
combine,90,,UNRESOLVED,,,Kevin Feterik,QB,2000,,,false
combine,91,,UNRESOLVED,,,Chafie Fields,WR,2000,,,false
combine,95,,UNRESOLVED,,,Derrick Foster,RB,2000,,,false
combine,97,,UNRESOLVED,,,John Frank,DE,2000.0,6.0,,false
combine,104,,UNRESOLVED,,,Jason Gavadza,TE,2000.0,6.0,,false
combine,107,,UNRESOLVED,,,Sherrod Gideon,WR,2000.0,6.0,,false
combine,110,,UNRESOLVED,,,Lamar Grant,CB,2000,,,false
combine,113,,UNRESOLVED,,,Jonathan Gray,OT,2000,,,false
combine,114,,UNRESOLVED,,,Brian Gray,CB,2000,,,false
combine,121,,UNRESOLVED,,,Ricky Hall,WR,2000,,,false
combine,122,,UNRESOLVED,,,Dante' Hall,RB,2000,,,false
combine,125,,UNRESOLVED,,,Joey Hamilton,WR,2000,,,false
combine,127,,UNRESOLVED,,,Thomas Hamner,RB,2000.0,6.0,,false
combine,128,,UNRESOLVED,,,D'Andre Hardeman,FB,2000,,,false
combine,130,,UNRESOLVED,,,Jeff Harris,CB,2000.0,7.0,,false
combine,133,,UNRESOLVED,,,Semisi Heimuli,OG,2000,,,false
combine,135,,UNRESOLVED,,,Leroy Hodge,WR,2000,,,false
combine,136,,UNRESOLVED,,,Deone Horinek,P,2000,,,false
combine,140,,UNRESOLVED,,,Ethan Howell,CB,2000.0,7.0,,false
combine,141,,UNRESOLVED,,,Aaron Humphrey,DE,2000,,,false
combine,146,,UNRESOLVED,,,Keith Jackson,DT,2000,,,false
combine,147,,UNRESOLVED,,,Al Jackson,OG,2000,,,false
combine,155,,UNRESOLVED,,,Ryan Johanningmeier,OG,2000,,,false
combine,156,,UNRESOLVED,,,Matt Johnson,OG,2000.0,5.0,,false
combine,161,,UNRESOLVED,,,Dwaune Jones,WR,2000,,,false
combine,167,,UNRESOLVED,,,Morgan Kane,RB,2000,,,false
combine,169,,UNRESOLVED,,,Tinker Keck,S,2000,,,false
combine,170,,UNRESOLVED,,,Matt Keller,FB,2000,,,false
combine,172,,UNRESOLVED,,,Dan Kendra,FB,2000,,,false
combine,174,,UNRESOLVED,,,Sean Key,S,2000,,,false
combine,175,,UNRESOLVED,,,Jimmy Kibble,P,2000,,,false
combine,178,,UNRESOLVED,,,Andrew Kline,OG,2000.0,7.0,,false
combine,185,,UNRESOLVED,,,Tim Lester,QB,2000,,,false
combine,187,,UNRESOLVED,,,Anthony Lucas,WR,2000.0,4.0,,false
combine,189,,UNRESOLVED,,,Alton Lusk,WR,2000,,,false
combine,194,,UNRESOLVED,,,Terrence McCaskey,TE,2000,,,false
combine,203,,UNRESOLVED,,,Richard Mercier,OG,2000.0,5.0,,false
combine,205,,UNRESOLVED,,,Wendell Montgomery,WR,2000,,,false
combine,207,,UNRESOLVED,,,Mookie Moore,OG,2000,,,false
combine,208,,UNRESOLVED,,,Muneer Moore,WR,2000.0,5.0,,false
combine,216,,UNRESOLVED,,,Leon Murray,QB,2000,,,false
combine,218,,UNRESOLVED,,,Kaulana Noa,OT,2000.0,4.0,,false
combine,220,,UNRESOLVED,,,Carlos Nuno,TE,2000,,,false
combine,221,,UNRESOLVED,,,Matt O'Neal,C,2000,,,false
combine,227,,UNRESOLVED,,,Cory Peterson,WR,2000,,,false
combine,231,,UNRESOLVED,,,Cedric Pittman,OLB,2000,,,false
combine,239,,UNRESOLVED,,,Chase Raynock,OT,2000,,,false
combine,242,,UNRESOLVED,,,Quinton Reese,DE,2000.0,6.0,,false
combine,244,,UNRESOLVED,,,Rob Riti,C,2000,,,false
combine,246,,UNRESOLVED,,,Roger Roesler,OG,2000,,,false
combine,247,,UNRESOLVED,,,Phillip Rogers,RB,2000,,,false
combine,252,,UNRESOLVED,,,Ketric Sanford,RB,2000,,,false
combine,254,,UNRESOLVED,,,Manuia Savea,OG,2000.0,7.0,,false
combine,257,,UNRESOLVED,,,Richard Seals,DT,2000.0,7.0,,false
combine,260,,UNRESOLVED,,,Samson Sherrod,OLB,2000,,,false
combine,263,,UNRESOLVED,,,Kofi Shuck,WR,2000,,,false
combine,268,,UNRESOLVED,,,Dwyte Smiley,S,2000,,,false
combine,269,,UNRESOLVED,,,Jamel Smith,ILB,2000,,,false
combine,276,,UNRESOLVED,,,Rashon Spikes,RB,2000,,,false
combine,277,,UNRESOLVED,,,Quinton Spotwood,WR,2000,,,false
combine,290,,UNRESOLVED,,,Mac Tuiaea,DT,2000,,,false
combine,291,,UNRESOLVED,,,Ryan Tujague,OG,2000,,,false
combine,295,,UNRESOLVED,,,Andy Vincent,OG,2000,,,false
combine,297,,UNRESOLVED,,,Jeff Walker,P,2000,,,false
combine,306,,UNRESOLVED,,,Anthony White,RB,2000,,,false
combine,307,,UNRESOLVED,,,Jerard White,CB,2000,,,false
combine,317,,UNRESOLVED,,,Destry Wright,RB,2000,,,false
combine,330,,UNRESOLVED,,,Billy Baber,TE,2001.0,5.0,,false
combine,338,,UNRESOLVED,,,Jonathan Beasley,QB,2001,,,false
combine,345,,UNRESOLVED,,,Darvell Bivens,FB,2001,,,false
combine,346,,UNRESOLVED,,,Randy Black,S,2001,,,false
combine,349,,UNRESOLVED,,,Al Blades,S,2001,,,false
combine,351,,UNRESOLVED,,,David Bobo,OG,2001,,,false
combine,353,,UNRESOLVED,,,Josh Booty,QB,2001.0,6.0,,false
combine,357,,UNRESOLVED,,,Roylin Bradley,OLB,2001,,,false
combine,362,,UNRESOLVED,,,Kenny Bryant,CB,2001,,,false
combine,365,,UNRESOLVED,,,Adrian Burnette,WR,2001,,,false
combine,367,,UNRESOLVED,,,Cecil Caldwell,DT,2001,,,false
combine,368,,UNRESOLVED,,,John Capel,WR,2001.0,7.0,,false
combine,369,,UNRESOLVED,,,Terrence Carroll,S,2001,,,false
combine,370,,UNRESOLVED,,,Elliott Carson,TE,2001,,,false
combine,375,,UNRESOLVED,,,Derrick Chambers,DT,2001,,,false
combine,377,,UNRESOLVED,,,Jeff Chaney,RB,2001,,,false
combine,378,,UNRESOLVED,,,Jeff Chase,OG,2001,,,false
combine,389,,UNRESOLVED,,,Rodney Crayton,CB,2001,,,false
combine,390,,UNRESOLVED,,,Rick Crowell,OLB,2001.0,6.0,,false
combine,391,,UNRESOLVED,,,Corey Crume,RB,2001,,,false
combine,393,,UNRESOLVED,,,Will Cuthbert,OG,2001,,,false
combine,394,,UNRESOLVED,,,Ronney Daniels,WR,2001,,,false
combine,396,,UNRESOLVED,,,Ennis Davis,DT,2001.0,7.0,,false
combine,404,,UNRESOLVED,,,Shawn Draper,OG,2001.0,5.0,,false
combine,405,,UNRESOLVED,,,Patrick Dyson,CB,2001,,,false
combine,413,,UNRESOLVED,,,Dauntae' Finger,TE,2001.0,7.0,,false
combine,415,,UNRESOLVED,,,Richmond Flowers,WR,2001,,,false
combine,417,,UNRESOLVED,,,Shawn Forte,S,2001,,,false
combine,419,,UNRESOLVED,,,Setema Gali,DE,2001,,,false
combine,422,,UNRESOLVED,,,Randy Garner,DE,2001.0,6.0,,false
combine,427,,UNRESOLVED,,,Kenneth Grant,CB,2001,,,false
combine,429,,UNRESOLVED,,,Javon Green,WR,2001,,,false
combine,431,,UNRESOLVED,,,Shane Griggs,QB,2001,,,false
combine,432,,UNRESOLVED,,,Latef Grim,WR,2001,,,false
combine,433,,UNRESOLVED,,,Daniel Guy,WR,2001,,,false
combine,441,,UNRESOLVED,,,Edgerton Hartwell,ILB,2001,,,false
combine,449,,UNRESOLVED,,,Josh Heupel,QB,2001.0,6.0,,false
combine,453,,UNRESOLVED,,,Paul Hogan,C,2001,,,false
combine,455,,UNRESOLVED,,,Menson Holloway,DE,2001.0,6.0,,false
combine,457,,UNRESOLVED,,,Derek Homer,RB,2001,,,false
combine,458,,UNRESOLVED,,,Margin Hooks,WR,2001,,,false
combine,463,,UNRESOLVED,,,Khori Ivy,WR,2001,,,false
combine,466,,UNRESOLVED,,,William James,CB,2001,,,false
combine,469,,UNRESOLVED,,,Ortege Jenkins,QB,2001,,,false
combine,473,,UNRESOLVED,,,Sly Johnson,WR,2001,,,false
combine,474,,UNRESOLVED,,,Jevaris Johnson,TE,2001,,,false
combine,478,,UNRESOLVED,,,Kevin Jordan,OG,2001,,,false
combine,483,,UNRESOLVED,,,Rod Kelly,DE,2001,,,false
combine,485,,UNRESOLVED,,,Robert Kilow,WR,2001,,,false
combine,487,,UNRESOLVED,,,Dave Klemic,WR,2001,,,false
combine,491,,UNRESOLVED,,,David Leaverton,P,2001.0,5.0,,false
combine,497,,UNRESOLVED,,,Alex Lincoln,ILB,2001.0,7.0,,false
combine,498,,UNRESOLVED,,,DeAngelo Lloyd,DE,2001,,,false
combine,499,,UNRESOLVED,,,Arther Love,TE,2001.0,6.0,,false
combine,501,,UNRESOLVED,,,LaShaun Mack,C,2001,,,false
combine,505,,UNRESOLVED,,,Shaun Mason,OG,2001,,,false
combine,507,,UNRESOLVED,,,Brent McCaffrey,OG,2001,,,false
combine,509,,UNRESOLVED,,,Dustin McClintock,FB,2001,,,false
combine,512,,UNRESOLVED,,,Jeff McCurley,C,2001,,,false
combine,517,,UNRESOLVED,,,Romaro Miller,QB,2001,,,false
combine,518,,UNRESOLVED,,,Shawn Mills,WR,2001,,,false
combine,522,,UNRESOLVED,,,Hodges Mitchell,RB,2001,,,false
combine,525,,UNRESOLVED,,,Keon Moore,CB,2001,,,false
combine,532,,UNRESOLVED,,,Steve Neal,WR,2001,,,false
combine,533,,UNRESOLVED,,,Carl Nesmith,S,2001,,,false
combine,534,,UNRESOLVED,,,Bobby Newcombe,WR,2001.0,6.0,,false
combine,543,,UNRESOLVED,,,Saul Patu,DE,2001,,,false
combine,545,,UNRESOLVED,,,Devonte Peterson,DE,2001,,,false
combine,546,,UNRESOLVED,,,Jeremiah Pharms,OLB,2001.0,5.0,,false
combine,548,,UNRESOLVED,,,Vitaly Pisetsky,K,2001,,,false
combine,557,,UNRESOLVED,,,Josh Redding,OG,2001,,,false
combine,558,,UNRESOLVED,,,Ray Redziniak,OG,2001,,,false
combine,560,,UNRESOLVED,,,Jamie Rheem,K,2001,,,false
combine,567,,UNRESOLVED,,,Kendrick Rogers,OT,2001,,,false
combine,575,,UNRESOLVED,,,Anthony Sessions,OLB,2001,,,false
combine,576,,UNRESOLVED,,,Roland Seymour,DE,2001,,,false
combine,579,,UNRESOLVED,,,Elliot Silvers,OT,2001.0,5.0,,false
combine,580,,UNRESOLVED,,,Rickie Simpkins,DT,2001,,,false
combine,590,,UNRESOLVED,,,Russell Stewart,TE,2001,,,false
combine,593,,UNRESOLVED,,,Kris Stockton,K,2001,,,false
combine,596,,UNRESOLVED,,,Tim Stuber,OG,2001,,,false
combine,597,,UNRESOLVED,,,Dan Stultz,K,2001,,,false
combine,602,,UNRESOLVED,,,Chris Taylor,WR,2001.0,7.0,,false
combine,604,,UNRESOLVED,,,Clevan Thomas,CB,2001,,,false
combine,605,,UNRESOLVED,,,Tarlos Thomas,OT,2001,,,false
combine,608,,UNRESOLVED,,,Ja'Mar Toombs,FB,2001,,,false
combine,609,,UNRESOLVED,,,Paul Toviessi,DE,2001.0,2.0,,false
combine,610,,UNRESOLVED,,,Albert Traylor,OG,2001,,,false
combine,613,,UNRESOLVED,,,Chris Valletta,OG,2001,,,false
combine,614,,UNRESOLVED,,,Patrick Venzke,OT,2001,,,false
combine,620,,UNRESOLVED,,,Chad Ward,OG,2001.0,6.0,,false
combine,621,,UNRESOLVED,,,David Warren,DE,2001,,,false
combine,626,,UNRESOLVED,,,Emile White,S,2001,,,false
combine,638,,UNRESOLVED,,,Pork Chop Womack,OG,2001,,,false
combine,642,,UNRESOLVED,,,Mike Abrams,P,2002,,,false
combine,643,,UNRESOLVED,,,Jonathan Adams,RB,2002,,,false
combine,645,,UNRESOLVED,,,Jeremy Allen,FB,2002,,,false
combine,648,,UNRESOLVED,,,Matt Anderle,OT,2002.0,6.0,,false
combine,655,,UNRESOLVED,,,Clenton Ballard,DT,2002.0,6.0,,false
combine,659,,UNRESOLVED,,,Will Bartholomew,FB,2002,,,false
combine,663,,UNRESOLVED,,,Atrews Bell,WR,2002,,,false
combine,684,,UNRESOLVED,,,Jamie Burrow,ILB,2002,,,false
combine,688,,UNRESOLVED,,,Pete Campion,OG,2002.0,7.0,,false
combine,690,,UNRESOLVED,,,Demontray Carter,RB,2002,,,false
combine,695,,UNRESOLVED,,,Terry Charles,WR,2002.0,5.0,,false
combine,696,,UNRESOLVED,,,Jermaine Chatman,CB,2002,,,false
combine,698,,UNRESOLVED,,,Reggie Coleman,OT,2002.0,6.0,,false
combine,699,,UNRESOLVED,,,Mike Collins,OT,2002,,,false
combine,700,,UNRESOLVED,,,Mike Collins,DT,2002,,,false
combine,702,,UNRESOLVED,,,Joe Cooper,OLB,2002,,,false
combine,704,,UNRESOLVED,,,Eric Crouch,RB,2002.0,3.0,,false
combine,705,,UNRESOLVED,,,Alonzo Cunningham,OG,2002,,,false
combine,707,,UNRESOLVED,,,Kevin Curtis,S,2002.0,4.0,,false
combine,708,,UNRESOLVED,,,Woody Dantzler,QB,2002,,,false
combine,714,,UNRESOLVED,,,Dan Dawson,S,2002,,,false
combine,715,,UNRESOLVED,,,Konrad Dean,OG,2002,,,false
combine,718,,UNRESOLVED,,,Brandon Doman,QB,2002.0,5.0,,false
combine,721,,UNRESOLVED,,,Howard Duncan,OG,2002,,,false
combine,723,,UNRESOLVED,,,Nate Dwyer,DT,2002.0,4.0,,false
combine,725,,UNRESOLVED,,,Andy Eby,C,2002,,,false
combine,731,,UNRESOLVED,,,R.J. English,WR,2002,,,false
combine,736,,UNRESOLVED,,,Jeff Ferguson,P,2002,,,false
combine,739,,UNRESOLVED,,,Little John Flowers,RB,2002,,,false
combine,740,,UNRESOLVED,,,Delvon Flowers,RB,2002,,,false
combine,743,,UNRESOLVED,,,Willie Ford,CB,2002,,,false
combine,744,,UNRESOLVED,,,Lonnie Ford,DE,2002,,,false
combine,751,,UNRESOLVED,,,Paris Gaines,FB,2002,,,false
combine,755,,UNRESOLVED,,,Andre Goodman,CB,2002,,,false
combine,763,,UNRESOLVED,,,David Greene,K,2002,,,false
combine,765,,UNRESOLVED,,,Sean Guthrie,DE,2002,,,false
combine,766,,UNRESOLVED,,,Joe Hall,FB,2002,,,false
combine,777,,UNRESOLVED,,,Ennis Haywood,RB,2002,,,false
combine,778,,UNRESOLVED,,,Jason Hebert,S,2002,,,false
combine,789,,UNRESOLVED,,,Abdual Howard,S,2002,,,false
combine,794,,UNRESOLVED,,,Bobby Jackson,S,2002,,,false
combine,796,,UNRESOLVED,,,Joseph Jefferson,CB,2002,,,false
combine,797,,UNRESOLVED,,,Bradley Jennings,ILB,2002,,,false
combine,798,,UNRESOLVED,,,Emmett Johnson,WR,2002,,,false
combine,803,,UNRESOLVED,,,Jermese Jones,OT,2002,,,false
combine,808,,UNRESOLVED,,,Doug Kaufusi,OT,2002,,,false
combine,810,,UNRESOLVED,,,Stephon Kelly,S,2002,,,false
combine,811,,UNRESOLVED,,,Antwan Kirk-Hughes,OG,2002,,,false
combine,815,,UNRESOLVED,,,Broderick Lancaster,OG,2002,,,false
combine,818,,UNRESOLVED,,,Devin Lewis,WR,2002,,,false
combine,821,,UNRESOLVED,,,Aaron Lockett,WR,2002.0,7.0,,false
combine,830,,UNRESOLVED,,,Tango McCauley,OG,2002,,,false
combine,833,,UNRESOLVED,,,Ivory McCoy,TE,2002,,,false
combine,834,,UNRESOLVED,,,Curt McGill,C,2002,,,false
combine,840,,UNRESOLVED,,,Dicenzo Miller,RB,2002,,,false
combine,841,,UNRESOLVED,,,Ben Miller,C,2002,,,false
combine,842,,UNRESOLVED,,,Freddie Milons,WR,2002.0,5.0,,false
combine,843,,UNRESOLVED,,,Dave Minnich,RB,2002,,,false
combine,846,,UNRESOLVED,,,Shannon Money,OG,2002,,,false
combine,848,,UNRESOLVED,,,Derrius Monroe,DE,2002.0,7.0,,false
combine,852,,UNRESOLVED,,,Marquise Muldrow,OG,2002,,,false
combine,855,,UNRESOLVED,,,David Neill,QB,2002,,,false
combine,858,,UNRESOLVED,,,Donnie O'Neal,WR,2002,,,false
combine,864,,UNRESOLVED,,,Melvin Paige,OG,2002,,,false
combine,868,,UNRESOLVED,,,Cameron Peterka,K,2002,,,false
combine,871,,UNRESOLVED,,,Jermaine Petty,ILB,2002,,,false
combine,873,,UNRESOLVED,,,Dwayne Pierce,OG,2002,,,false
combine,875,,UNRESOLVED,,,Brian Poli-Dixon,WR,2002,,,false
combine,878,,UNRESOLVED,,,Pig Prather,S,2002,,,false
combine,880,,UNRESOLVED,,,Zach Quaccia,C,2002,,,false
combine,883,,UNRESOLVED,,,Pete Rebstock,WR,2002,,,false
combine,884,,UNRESOLVED,,,Tellis Redmon,RB,2002,,,false
combine,890,,UNRESOLVED,,,Frank Romero,OG,2002,,,false
combine,892,,UNRESOLVED,,,Casey Roussel,P,2002,,,false
combine,900,,UNRESOLVED,,,Jason Scukanec,C,2002,,,false
combine,903,,UNRESOLVED,,,Rick Sherrod,S,2002,,,false
combine,905,,UNRESOLVED,,,Billy Silva,ILB,2002,,,false
combine,909,,UNRESOLVED,,,Derek Smith,TE,2002,,,false
combine,913,,UNRESOLVED,,,Luke Staley,RB,2002.0,7.0,,false
combine,916,,UNRESOLVED,,,Connor Stephens,DE,2002,,,false
combine,920,,UNRESOLVED,,,Lawrence Story,WR,2002,,,false
combine,921,,UNRESOLVED,,,Tim Stratton,TE,2002,,,false
combine,923,,UNRESOLVED,,,Ed Ta'amu,OG,2002,,,false
combine,924,,UNRESOLVED,,,T.C. Taylor,WR,2002,,,false
combine,927,,UNRESOLVED,,,Lew Thomas,RB,2002,,,false
combine,934,,UNRESOLVED,,,Ryan Tolhurst,WR,2002,,,false
combine,937,,UNRESOLVED,,,Marquise Walker,WR,2002,,,false
combine,947,,UNRESOLVED,,,Stylez White,DE,2002,,,false
combine,948,,UNRESOLVED,,,Levron Williams,RB,2002,,,false
combine,949,,UNRESOLVED,,,Roe Williams,CB,2002,,,false
combine,956,,UNRESOLVED,,,Tracey Wistrom,TE,2002.0,7.0,,false
combine,958,,UNRESOLVED,,,Adam Wulfeck,P,2002,,,false
combine,961,,UNRESOLVED,,,Greg Zolman,QB,2002,,,false
combine,965,,UNRESOLVED,,,Paul Arnold,WR,2003,,,false
combine,968,,UNRESOLVED,,,Rod Babers,CB,2003,,,false
combine,970,,UNRESOLVED,,,Korey Banks,CB,2003,,,false
combine,971,,UNRESOLVED,,,Brad Banks,QB,2003,,,false
combine,975,,UNRESOLVED,,,Justin Bates,OG,2003.0,7.0,,false
combine,978,,UNRESOLVED,,,Santonio Beard,RB,2003,,,false
combine,982,,UNRESOLVED,,,Josh Blankenship,QB,2003,,,false
combine,985,,UNRESOLVED,,,Ulish Booker,OT,2003,,,false
combine,990,,UNRESOLVED,,,Lucas Brigman,C,2003,,,false
combine,992,,UNRESOLVED,,,Chris Brown,S,2003,,,false
combine,995,,UNRESOLVED,,,D. Bryant,QB,2003,,,false
combine,996,,UNRESOLVED,,,Jamal Burke,WR,2003,,,false
combine,998,,UNRESOLVED,,,Nick Burley,DE,2003,,,false
combine,1000,,UNRESOLVED,,,Mike Bush,WR,2003,,,false
combine,1002,,UNRESOLVED,,,Fred Capshaw,P,2003,,,false
combine,1012,,UNRESOLVED,,,Brennan Curtin,OT,2003.0,6.0,,false
combine,1020,,UNRESOLVED,,,Robbie Doane,OG,2003,,,false
combine,1024,,UNRESOLVED,,,Charles Drake,S,2003.0,7.0,,false
combine,1025,,UNRESOLVED,,,Brandon Drumm,FB,2003.0,7.0,,false
combine,1027,,UNRESOLVED,,,Damon Duval,P,2003,,,false
combine,1032,,UNRESOLVED,,,Gus Felder,OG,2003,,,false
combine,1033,,UNRESOLVED,,,Nate Fikse,P,2003,,,false
combine,1036,,UNRESOLVED,,,Lawrence Flugence,ILB,2003,,,false
combine,1040,,UNRESOLVED,,,Lui Fuata,C,2003,,,false
combine,1043,,UNRESOLVED,,,Ahmaad Galloway,RB,2003.0,7.0,,false
combine,1047,,UNRESOLVED,,,Jason Gesser,QB,2003,,,false
combine,1052,,UNRESOLVED,,,Cornelius Green,DE,2003,,,false
combine,1064,,UNRESOLVED,,,Byron Hardmon,ILB,2003,,,false
combine,1071,,UNRESOLVED,,,Ryan Hoag,WR,2003.0,7.0,,false
combine,1075,,UNRESOLVED,,,Raymond House,DE,2003,,,false
combine,1077,,UNRESOLVED,,,Joey Huber,P,2003,,,false
combine,1078,,UNRESOLVED,,,Aaron Hunt,DE,2003.0,6.0,,false
combine,1080,,UNRESOLVED,,,Alex Jackson,OG,2003,,,false
combine,1084,,UNRESOLVED,,,Jason Jimenez,OT,2003,,,false
combine,1085,,UNRESOLVED,,,Garry Johnson,OT,2003,,,false
combine,1086,,UNRESOLVED,,,Ben Johnson,OT,2003.0,7.0,,false
combine,1087,,UNRESOLVED,,,Al Johnson,C,2003.0,2.0,,false
combine,1100,,UNRESOLVED,,,Jason Jowers,OG,2003,,,false
combine,1102,,UNRESOLVED,,,Josh Kayser,OG,2003,,,false
combine,1103,,UNRESOLVED,,,Kareem Kelly,WR,2003.0,6.0,,false
combine,1110,,UNRESOLVED,,,Chuck Klabo,OT,2003,,,false
combine,1115,,UNRESOLVED,,,Damian Lavergne,OT,2003,,,false
combine,1125,,UNRESOLVED,,,Pete Lougheed,OT,2003,,,false
combine,1133,,UNRESOLVED,,,Brian Mance,CB,2003,,,false
combine,1134,,UNRESOLVED,,,Eric Manning,DT,2003,,,false
combine,1137,,UNRESOLVED,,,Mark Mariscal,P,2003,,,false
combine,1139,,UNRESOLVED,,,Kareem Marshall,OT,2003,,,false
combine,1144,,UNRESOLVED,,,LaMarcus McDonald,ILB,2003,,,false
combine,1150,,UNRESOLVED,,,Bryant McNeal,DE,2003.0,4.0,,false
combine,1152,,UNRESOLVED,,,Antoine Mirambeau,C,2003,,,false
combine,1153,,UNRESOLVED,,,Clint Mitchell,DE,2003.0,7.0,,false
combine,1155,,UNRESOLVED,,,Cecil Moore,WR,2003,,,false
combine,1156,,UNRESOLVED,,,Casey Moore,FB,2003.0,7.0,,false
combine,1161,,UNRESOLVED,,,Carl Morris,WR,2003,,,false
combine,1164,,UNRESOLVED,,,Michael Nattiel,OLB,2003,,,false
combine,1169,,UNRESOLVED,,,Lance Nimmo,OT,2003.0,4.0,,false
combine,1171,,UNRESOLVED,,,Will Ofenheusle,OT,2003,,,false
combine,1181,,UNRESOLVED,,,Brian Saint Pierre,QB,2003,,,false
combine,1184,,UNRESOLVED,,,Mike Pinkard,TE,2003,,,false
combine,1188,,UNRESOLVED,,,David Porter,OT,2003,,,false
combine,1189,,UNRESOLVED,,,Tim Provost,OT,2003.0,6.0,,false
combine,1199,,UNRESOLVED,,,Dustin Rykert,OT,2003.0,6.0,,false
combine,1201,,UNRESOLVED,,,Antwoine Sanders,S,2003.0,7.0,,false
combine,1202,,UNRESOLVED,,,Watts Sanderson,OT,2003,,,false
combine,1203,,UNRESOLVED,,,Justin Sands,OG,2003,,,false
combine,1207,,UNRESOLVED,,,Antwone Savage,WR,2003,,,false
combine,1208,,UNRESOLVED,,,Greg Schindler,OG,2003,,,false
combine,1214,,UNRESOLVED,,,Chad Setterstrom,OG,2003,,,false
combine,1217,,UNRESOLVED,,,Todd Sievers,K,2003,,,false
combine,1226,,UNRESOLVED,,,Jamil Soriano,OG,2003,,,false
combine,1227,,UNRESOLVED,,,Jake Sprague,DT,2003,,,false
combine,1229,,UNRESOLVED,,,Jon Stinchcomb,OT,2003.0,2.0,,false
combine,1230,,UNRESOLVED,,,Erick Streelman,TE,2003,,,false
combine,1231,,UNRESOLVED,,,Dan Stricker,WR,2003,,,false
combine,1237,,UNRESOLVED,,,Tony Terrell,OG,2003,,,false
combine,1238,,UNRESOLVED,,,Ray Thomas,TE,2003,,,false
combine,1243,,UNRESOLVED,,,J.R. Tolver,WR,2003.0,5.0,,false
combine,1247,,UNRESOLVED,,,Chris Vance,WR,2003,,,false
combine,1252,,UNRESOLVED,,,Alex Walls,K,2003,,,false
combine,1258,,UNRESOLVED,,,Cliff Washburn,DE,2003,,,false
combine,1260,,UNRESOLVED,,,Derek Watson,RB,2003,,,false
combine,1275,,UNRESOLVED,,,Juston Wood,QB,2003,,,false
combine,1278,,UNRESOLVED,,,Thomas Wright,S,2003,,,false
combine,1280,,UNRESOLVED,,,Doug Zeigler,TE,2003,,,false
combine,1281,,UNRESOLVED,,,Derek Abney,WR,2004.0,7.0,,false
combine,1282,,UNRESOLVED,,,Nathaniel Adibi,DE,2004.0,5.0,,false
combine,1287,,UNRESOLVED,,,Marcell Allmond,CB,2004,,,false
combine,1296,,UNRESOLVED,,,Kevin Beard,WR,2004,,,false
combine,1301,,UNRESOLVED,,,Bobby Blizzard,TE,2004,,,false
combine,1307,,UNRESOLVED,,,Maurice Brown,WR,2004,,,false
combine,1310,,UNRESOLVED,,,Sean Bubin,OT,2004.0,5.0,,false
combine,1311,,UNRESOLVED,,,Josh Buhl,OLB,2004,,,false
combine,1313,,UNRESOLVED,,,Darrell Campbell,DT,2004,,,false
combine,1314,,UNRESOLVED,,,Dietrich Canterberry,DT,2004,,,false
combine,1320,,UNRESOLVED,,,Marko Cavka,OT,2004.0,6.0,,false
