field_id,candidate,bucket,rows,predicted_mean,actual_rate,absolute_calibration_error
QB_T6_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,32,0.5181628284,0.5312500000,0.0130871716
QB_T6_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.6-0.7,5,0.6799172794,0.6000000000,0.0799172794
QB_T6_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.7-0.8,23,0.7557101900,0.4347826087,0.3209275813
QB_T6_WITHIN_3Y,C2_BETA_CALIBRATION,0.1-0.2,116,0.1618515949,0.1551724138,0.0066791811
QB_T6_WITHIN_3Y,C2_BETA_CALIBRATION,0.2-0.3,31,0.2438478608,0.3225806452,0.0787327844
QB_T6_WITHIN_3Y,C2_BETA_CALIBRATION,0.3-0.4,27,0.3575768734,0.1851851852,0.1723916882
QB_T6_WITHIN_3Y,C2_BETA_CALIBRATION,0.4-0.5,24,0.4411322229,0.7083333333,0.2672011105
QB_T6_WITHIN_3Y,C2_BETA_CALIBRATION,0.5-0.6,25,0.5222536060,0.4800000000,0.0422536060
QB_T6_WITHIN_3Y,C2_BETA_CALIBRATION,0.6-0.7,5,0.6799172794,0.6000000000,0.0799172794
QB_T6_WITHIN_3Y,C2_BETA_CALIBRATION,0.7-0.8,23,0.7557101900,0.4347826087,0.3209275813
QB_T6_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.1-0.2,129,0.1561451359,0.1472868217,0.0088583142
QB_T6_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.2-0.3,18,0.2171668577,0.5000000000,0.2828331423
QB_T6_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.3-0.4,27,0.3535495270,0.1851851852,0.1683643418
QB_T6_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.4-0.5,4,0.4049719326,0.5000000000,0.0950280674
QB_T6_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,34,0.5166739786,0.5294117647,0.0127377861
QB_T6_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.6-0.7,16,0.6621274811,0.7500000000,0.0878725189
QB_T6_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.7-0.8,23,0.7557101900,0.4347826087,0.3209275813
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,2,0.2678636331,1.0000000000,0.7321363669
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,34,0.3603794180,0.4117647059,0.0513852879
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,15,0.4259574015,0.5333333333,0.1073759318
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,4,0.5444763190,1.0000000000,0.4555236810
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6-0.7,4,0.6263123360,0.2500000000,0.3763123360
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7-0.8,16,0.7279463277,0.8750000000,0.1470536723
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8-0.9,9,0.8785959023,1.0000000000,0.1214040977
QB_T6_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.9-1.0,16,0.9136068816,0.7500000000,0.1636068816
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.2-0.3,2,0.2678636331,1.0000000000,0.7321363669
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.3-0.4,34,0.3603794180,0.4117647059,0.0513852879
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.4-0.5,15,0.4259574015,0.5333333333,0.1073759318
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,4,0.5444763190,1.0000000000,0.4555236810
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.6-0.7,4,0.6263123360,0.2500000000,0.3763123360
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.7-0.8,16,0.7279463277,0.8750000000,0.1470536723
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.8-0.9,9,0.8785959023,1.0000000000,0.1214040977
QB_T6_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.9-1.0,16,0.9136068816,0.7500000000,0.1636068816
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.2-0.3,2,0.2678636331,1.0000000000,0.7321363669
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.3-0.4,34,0.3603794180,0.4117647059,0.0513852879
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.4-0.5,15,0.4259574015,0.5333333333,0.1073759318
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.5-0.6,4,0.5444763190,1.0000000000,0.4555236810
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.6-0.7,4,0.6263123360,0.2500000000,0.3763123360
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.7-0.8,16,0.7279463277,0.8750000000,0.1470536723
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.8-0.9,9,0.8785959023,1.0000000000,0.1214040977
QB_T6_WITHIN_5Y,C2_BETA_CALIBRATION,0.9-1.0,16,0.9136068816,0.7500000000,0.1636068816
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.2-0.3,2,0.2678636331,1.0000000000,0.7321363669
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.3-0.4,34,0.3603794180,0.4117647059,0.0513852879
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.4-0.5,15,0.4259574015,0.5333333333,0.1073759318
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,4,0.5444763190,1.0000000000,0.4555236810
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.6-0.7,4,0.6263123360,0.2500000000,0.3763123360
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.7-0.8,16,0.7279463277,0.8750000000,0.1470536723
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.8-0.9,9,0.8785959023,1.0000000000,0.1214040977
QB_T6_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.9-1.0,16,0.9136068816,0.7500000000,0.1636068816
RB_T12_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,352,0.0576016374,0.0426136364,0.0149880011
RB_T12_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,98,0.1573225081,0.1734693878,0.0161468797
RB_T12_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,47,0.2843452489,0.4680851064,0.1837398574
RB_T12_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,24,0.3171478322,0.1666666667,0.1504811655
RB_T12_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.0-0.1,352,0.0576016374,0.0426136364,0.0149880011
RB_T12_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.1-0.2,98,0.1573225081,0.1734693878,0.0161468797
RB_T12_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.2-0.3,47,0.2843452489,0.4680851064,0.1837398574
RB_T12_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.3-0.4,24,0.3171478322,0.1666666667,0.1504811655
RB_T12_NEXT_YEAR,C2_BETA_CALIBRATION,0.0-0.1,352,0.0576016374,0.0426136364,0.0149880011
RB_T12_NEXT_YEAR,C2_BETA_CALIBRATION,0.1-0.2,98,0.1573225081,0.1734693878,0.0161468797
RB_T12_NEXT_YEAR,C2_BETA_CALIBRATION,0.2-0.3,47,0.2843452489,0.4680851064,0.1837398574
RB_T12_NEXT_YEAR,C2_BETA_CALIBRATION,0.3-0.4,24,0.3171478322,0.1666666667,0.1504811655
RB_T12_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.0-0.1,352,0.0576016374,0.0426136364,0.0149880011
RB_T12_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.1-0.2,98,0.1573225081,0.1734693878,0.0161468797
RB_T12_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.2-0.3,47,0.2843452489,0.4680851064,0.1837398574
RB_T12_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.3-0.4,24,0.3171478322,0.1666666667,0.1504811655
RB_T12_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,628,0.0466520000,0.0366242038,0.0100277962
RB_T12_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,72,0.1159081822,0.1527777778,0.0368695956
RB_T12_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,96,0.2225173492,0.2291666667,0.0066493175
RB_T12_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,96,0.3840640151,0.4166666667,0.0326026516
RB_T12_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.0-0.1,628,0.0463168785,0.0366242038,0.0096926747
RB_T12_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.1-0.2,72,0.1155118453,0.1527777778,0.0372659325
RB_T12_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.2-0.3,96,0.2227888566,0.2291666667,0.0063778101
RB_T12_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.3-0.4,96,0.3853059560,0.4166666667,0.0313607107
RB_T12_THIS_YEAR,C2_BETA_CALIBRATION,0.0-0.1,628,0.0468573869,0.0366242038,0.0102331831
RB_T12_THIS_YEAR,C2_BETA_CALIBRATION,0.1-0.2,72,0.1196341263,0.1527777778,0.0331436515
RB_T12_THIS_YEAR,C2_BETA_CALIBRATION,0.2-0.3,96,0.2245439956,0.2291666667,0.0046226711
RB_T12_THIS_YEAR,C2_BETA_CALIBRATION,0.3-0.4,96,0.3761929594,0.4166666667,0.0404737073
RB_T12_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.0-0.1,628,0.0427035856,0.0366242038,0.0060793818
RB_T12_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.1-0.2,48,0.1214699118,0.1875000000,0.0660300882
RB_T12_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.2-0.3,84,0.2203252408,0.1904761905,0.0298490503
RB_T12_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.3-0.4,132,0.3831753678,0.3636363636,0.0195390042
RB_T12_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,211,0.0536208293,0.0473933649,0.0062274643
RB_T12_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,21,0.1110062380,0.2857142857,0.1747080477
RB_T12_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,43,0.2349163770,0.2093023256,0.0256140515
RB_T12_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,60,0.3637739912,0.3333333333,0.0304406578
RB_T12_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.0-0.1,211,0.0536208293,0.0473933649,0.0062274643
RB_T12_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.1-0.2,21,0.1110062380,0.2857142857,0.1747080477
RB_T12_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.2-0.3,43,0.2349163770,0.2093023256,0.0256140515
RB_T12_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.3-0.4,60,0.3637739912,0.3333333333,0.0304406578
RB_T12_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.0-0.1,211,0.0536208293,0.0473933649,0.0062274643
RB_T12_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.1-0.2,21,0.1110062380,0.2857142857,0.1747080477
RB_T12_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.2-0.3,43,0.2349163770,0.2093023256,0.0256140515
RB_T12_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.3-0.4,60,0.3637739912,0.3333333333,0.0304406578
RB_T12_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.0-0.1,211,0.0536208293,0.0473933649,0.0062274643
RB_T12_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.1-0.2,21,0.1110062380,0.2857142857,0.1747080477
RB_T12_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.2-0.3,43,0.2349163770,0.2093023256,0.0256140515
RB_T12_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.3-0.4,60,0.3637739912,0.3333333333,0.0304406578
RB_T12_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,168,0.0519525145,0.0595238095,0.0075712950
RB_T12_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,46,0.1306805826,0.1739130435,0.0432324609
RB_T12_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,34,0.2783748917,0.3529411765,0.0745662848
RB_T12_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,10,0.3364318567,0.2000000000,0.1364318567
RB_T12_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.0-0.1,168,0.0519525145,0.0595238095,0.0075712950
RB_T12_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.1-0.2,46,0.1306805826,0.1739130435,0.0432324609
RB_T12_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.2-0.3,34,0.2783748917,0.3529411765,0.0745662848
RB_T12_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.3-0.4,10,0.3364318567,0.2000000000,0.1364318567
RB_T12_T_PLUS_2,C2_BETA_CALIBRATION,0.0-0.1,168,0.0519525145,0.0595238095,0.0075712950
RB_T12_T_PLUS_2,C2_BETA_CALIBRATION,0.1-0.2,46,0.1306805826,0.1739130435,0.0432324609
RB_T12_T_PLUS_2,C2_BETA_CALIBRATION,0.2-0.3,34,0.2783748917,0.3529411765,0.0745662848
RB_T12_T_PLUS_2,C2_BETA_CALIBRATION,0.3-0.4,10,0.3364318567,0.2000000000,0.1364318567
RB_T12_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.0-0.1,168,0.0519525145,0.0595238095,0.0075712950
RB_T12_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.1-0.2,46,0.1306805826,0.1739130435,0.0432324609
RB_T12_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.2-0.3,34,0.2783748917,0.3529411765,0.0745662848
RB_T12_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.3-0.4,10,0.3364318567,0.2000000000,0.1364318567
RB_T12_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,98,0.1881282195,0.1428571429,0.0452710767
RB_T12_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,130,0.2354053962,0.1307692308,0.1046361654
RB_T12_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,49,0.3588441298,0.4897959184,0.1309517885
RB_T12_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,21,0.4791516387,0.7142857143,0.2351340756
RB_T12_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,34,0.5243272616,0.4117647059,0.1125625557
RB_T12_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7-0.8,82,0.7332205643,0.7560975610,0.0228769967
RB_T12_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.1-0.2,98,0.1851299870,0.1428571429,0.0422728441
RB_T12_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.2-0.3,130,0.2354053962,0.1307692308,0.1046361654
RB_T12_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.3-0.4,49,0.3592956752,0.4897959184,0.1305002431
RB_T12_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.4-0.5,11,0.4773633397,0.8181818182,0.3408184785
RB_T12_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,44,0.5200695300,0.4545454545,0.0655240755
RB_T12_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.7-0.8,82,0.7425650768,0.7560975610,0.0135324842
RB_T12_WITHIN_3Y,C2_BETA_CALIBRATION,0.1-0.2,88,0.1943529761,0.1363636364,0.0579893397
RB_T12_WITHIN_3Y,C2_BETA_CALIBRATION,0.2-0.3,140,0.2338688404,0.1357142857,0.0981545547
RB_T12_WITHIN_3Y,C2_BETA_CALIBRATION,0.3-0.4,49,0.3607998738,0.4897959184,0.1289960446
RB_T12_WITHIN_3Y,C2_BETA_CALIBRATION,0.4-0.5,21,0.4808210442,0.7142857143,0.2334646701
RB_T12_WITHIN_3Y,C2_BETA_CALIBRATION,0.5-0.6,34,0.5242752544,0.4117647059,0.1125105485
RB_T12_WITHIN_3Y,C2_BETA_CALIBRATION,0.7-0.8,82,0.7270143260,0.7560975610,0.0290832349
RB_T12_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.1-0.2,98,0.1881282195,0.1428571429,0.0452710767
RB_T12_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.2-0.3,130,0.2354053962,0.1307692308,0.1046361654
RB_T12_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.3-0.4,49,0.3588441298,0.4897959184,0.1309517885
RB_T12_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.4-0.5,21,0.4791516387,0.7142857143,0.2351340756
RB_T12_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,34,0.5243272616,0.4117647059,0.1125625557
RB_T12_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.7-0.8,82,0.7332205643,0.7560975610,0.0228769967
RB_T12_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,5,0.4761827747,1.0000000000,0.5238172253
RB_T12_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,33,0.5565564575,0.4545454545,0.1020110030
RB_T12_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6-0.7,22,0.6686606875,0.6818181818,0.0131574943
RB_T12_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7-0.8,51,0.7388154259,0.7843137255,0.0454982996
RB_T12_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8-0.9,5,0.8483373885,0.8000000000,0.0483373885
RB_T12_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.9-1.0,56,0.9233138647,0.9821428571,0.0588289924
RB_T12_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.4-0.5,4,0.4821332303,1.0000000000,0.5178667697
RB_T12_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,34,0.5574140549,0.4705882353,0.0868258196
RB_T12_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.6-0.7,20,0.6656549614,0.6500000000,0.0156549614
RB_T12_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.7-0.8,52,0.7401712920,0.7884615385,0.0482902465
RB_T12_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.8-0.9,6,0.8449030359,0.8333333333,0.0115697025
RB_T12_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.9-1.0,56,0.9257387886,0.9821428571,0.0564040685
RB_T12_WITHIN_5Y,C2_BETA_CALIBRATION,0.4-0.5,4,0.4821332303,1.0000000000,0.5178667697
RB_T12_WITHIN_5Y,C2_BETA_CALIBRATION,0.5-0.6,33,0.5565564575,0.4545454545,0.1020110030
RB_T12_WITHIN_5Y,C2_BETA_CALIBRATION,0.6-0.7,21,0.6659585342,0.6666666667,0.0007081325
RB_T12_WITHIN_5Y,C2_BETA_CALIBRATION,0.7-0.8,52,0.7401770596,0.7884615385,0.0482844789
RB_T12_WITHIN_5Y,C2_BETA_CALIBRATION,0.8-0.9,6,0.8430328486,0.8333333333,0.0096995153
RB_T12_WITHIN_5Y,C2_BETA_CALIBRATION,0.9-1.0,56,0.9231713834,0.9821428571,0.0589714738
RB_T12_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.4-0.5,5,0.4761827747,1.0000000000,0.5238172253
RB_T12_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,33,0.5565564575,0.4545454545,0.1020110030
RB_T12_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.6-0.7,22,0.6686606875,0.6818181818,0.0131574943
RB_T12_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.7-0.8,51,0.7388154259,0.7843137255,0.0454982996
RB_T12_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.8-0.9,5,0.8483373885,0.8000000000,0.0483373885
RB_T12_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.9-1.0,56,0.9233138647,0.9821428571,0.0588289924
RB_T24_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,169,0.0606667052,0.0473372781,0.0133294271
RB_T24_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,91,0.1743908375,0.0769230769,0.0974677606
RB_T24_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,123,0.2467944159,0.2845528455,0.0377584297
RB_T24_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,138,0.4395562121,0.4855072464,0.0459510342
RB_T24_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.0-0.1,169,0.0606667052,0.0473372781,0.0133294271
RB_T24_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.1-0.2,91,0.1743908375,0.0769230769,0.0974677606
RB_T24_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.2-0.3,123,0.2467944159,0.2845528455,0.0377584297
RB_T24_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.4-0.5,138,0.4395562121,0.4855072464,0.0459510342
RB_T24_NEXT_YEAR,C2_BETA_CALIBRATION,0.0-0.1,169,0.0606667052,0.0473372781,0.0133294271
RB_T24_NEXT_YEAR,C2_BETA_CALIBRATION,0.1-0.2,91,0.1743908375,0.0769230769,0.0974677606
RB_T24_NEXT_YEAR,C2_BETA_CALIBRATION,0.2-0.3,123,0.2467944159,0.2845528455,0.0377584297
RB_T24_NEXT_YEAR,C2_BETA_CALIBRATION,0.4-0.5,138,0.4395562121,0.4855072464,0.0459510342
RB_T24_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.0-0.1,169,0.0606667052,0.0473372781,0.0133294271
RB_T24_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.1-0.2,91,0.1743908375,0.0769230769,0.0974677606
RB_T24_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.2-0.3,123,0.2467944159,0.2845528455,0.0377584297
RB_T24_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.4-0.5,138,0.4395562121,0.4855072464,0.0459510342
RB_T24_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,412,0.0729078929,0.0509708738,0.0219370191
RB_T24_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,96,0.1078469807,0.0520833333,0.0557636474
RB_T24_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,192,0.2547563106,0.2656250000,0.0108686894
RB_T24_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,192,0.5464953150,0.5989583333,0.0524630183
RB_T24_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.0-0.1,412,0.0660294638,0.0509708738,0.0150585901
RB_T24_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.1-0.2,96,0.1078469807,0.0520833333,0.0557636474
RB_T24_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.2-0.3,192,0.2516582857,0.2656250000,0.0139667143
RB_T24_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.5-0.6,144,0.5464521243,0.5972222222,0.0507700979
RB_T24_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.6-0.7,48,0.6065401572,0.6041666667,0.0023734905
RB_T24_THIS_YEAR,C2_BETA_CALIBRATION,0.0-0.1,412,0.0671774889,0.0509708738,0.0162066151
RB_T24_THIS_YEAR,C2_BETA_CALIBRATION,0.1-0.2,96,0.1078469807,0.0520833333,0.0557636474
RB_T24_THIS_YEAR,C2_BETA_CALIBRATION,0.2-0.3,192,0.2582569462,0.2656250000,0.0073680538
RB_T24_THIS_YEAR,C2_BETA_CALIBRATION,0.5-0.6,192,0.5493599682,0.5989583333,0.0495983651
RB_T24_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.0-0.1,412,0.0630438456,0.0509708738,0.0120729718
RB_T24_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.1-0.2,96,0.1078469807,0.0520833333,0.0557636474
RB_T24_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.2-0.3,192,0.2596059546,0.2656250000,0.0060190454
RB_T24_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.5-0.6,144,0.5451529946,0.5972222222,0.0520692276
RB_T24_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.6-0.7,48,0.6041666667,0.6041666667,0.0000000000
RB_T24_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,88,0.0776455847,0.0681818182,0.0094637665
RB_T24_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,29,0.1355853193,0.1034482759,0.0321370435
RB_T24_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,118,0.2483640397,0.2542372881,0.0058732485
RB_T24_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,110,0.5363847648,0.6090909091,0.0727061443
RB_T24_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.0-0.1,88,0.0776455847,0.0681818182,0.0094637665
RB_T24_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.1-0.2,29,0.1355853193,0.1034482759,0.0321370435
RB_T24_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.2-0.3,118,0.2483640397,0.2542372881,0.0058732485
RB_T24_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,110,0.5363847648,0.6090909091,0.0727061443
RB_T24_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.0-0.1,88,0.0776455847,0.0681818182,0.0094637665
RB_T24_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.1-0.2,29,0.1355853193,0.1034482759,0.0321370435
RB_T24_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.2-0.3,118,0.2483640397,0.2542372881,0.0058732485
RB_T24_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.5-0.6,110,0.5363847648,0.6090909091,0.0727061443
