nwr_player_id,field_id,released_probability,probability_pre_projection,projection_delta,selected_calibrator,c0_probability,classification,reason_code,player_name,position,age,finished_v1_rank,probability_delta_vs_c0,absolute_probability_delta_vs_c0
2216,WR_T36_WITHIN_3Y,0.3642908923,0.3642908923,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3642908923,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Mike Evans,WR,,130,0.0000000000,0.0000000000
2216,WR_T36_WITHIN_5Y,0.6696139331,0.6696139331,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6696139331,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mike Evans,WR,,130,0.0000000000,0.0000000000
2216,WR_T6_NEXT_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mike Evans,WR,,130,0.0000000000,0.0000000000
2216,WR_T6_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Mike Evans,WR,,130,0.0000000000,0.0000000000
2216,WR_T6_WITHIN_3Y,0.0328706782,0.0328706782,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0328706782,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Mike Evans,WR,,130,0.0000000000,0.0000000000
4892,QB_T12_NEXT_YEAR,0.5322802198,0.5322802198,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5322802198,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Baker Mayfield,QB,,131,0.0000000000,0.0000000000
4892,QB_T12_WITHIN_3Y,0.8471654690,0.8471654690,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8471654690,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Baker Mayfield,QB,,131,0.0000000000,0.0000000000
4892,QB_T12_WITHIN_5Y,0.9282822441,0.9282822441,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.9282822441,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Baker Mayfield,QB,,131,0.0000000000,0.0000000000
4892,QB_T6_NEXT_YEAR,0.1939285714,0.1939285714,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1939285714,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Baker Mayfield,QB,,131,0.0000000000,0.0000000000
4892,QB_T6_WITHIN_5Y,0.7022501308,0.7022501308,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7022501308,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Baker Mayfield,QB,,131,0.0000000000,0.0000000000
4950,WR_T12_NEXT_YEAR,0.0145685566,0.0145685566,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0145685566,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T12_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T12_TWO_OF_NEXT_3Y,0.0318446738,0.0318446738,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0318446738,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T24_NEXT_YEAR,0.0292644383,0.0292644383,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0292644383,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T24_TWO_OF_NEXT_3Y,0.0437416361,0.0437416361,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0437416361,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T24_WITHIN_3Y,0.1077540925,0.1077540925,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1077540925,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T36_NEXT_YEAR,0.0339259288,0.0339259288,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0339259288,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T36_TWO_OF_NEXT_3Y,0.0437416361,0.0371139493,0.0066276867,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0437416361,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T36_WITHIN_3Y,0.1471404153,0.1471404153,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1471404153,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T36_WITHIN_5Y,0.4427554981,0.4427554981,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4427554981,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T6_NEXT_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T6_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Christian Kirk,WR,,132,0.0000000000,0.0000000000
4950,WR_T6_WITHIN_3Y,0.0328706782,0.0328706782,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0328706782,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Christian Kirk,WR,,132,0.0000000000,0.0000000000
11834,WR_T12_NEXT_YEAR,0.0145685566,0.0145685566,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0145685566,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T12_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T12_TWO_OF_NEXT_3Y,0.0318446738,0.0318446738,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0318446738,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T24_NEXT_YEAR,0.0292644383,0.0292644383,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0292644383,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T24_TWO_OF_NEXT_3Y,0.0437416361,0.0437416361,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0437416361,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T24_WITHIN_3Y,0.1077540925,0.1077540925,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1077540925,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T36_NEXT_YEAR,0.1205874537,0.1205874537,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1205874537,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T36_TWO_OF_NEXT_3Y,0.1339909210,0.1339909210,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1339909210,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T36_WITHIN_3Y,0.3642908923,0.3642908923,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3642908923,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T36_WITHIN_5Y,0.6696139331,0.6696139331,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6696139331,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T6_NEXT_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T6_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
11834,WR_T6_WITHIN_3Y,0.0328706782,0.0328706782,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0328706782,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Devaughn Vele,WR,,133,0.0000000000,0.0000000000
9508,RB_T12_TWO_OF_NEXT_3Y,0.0535652031,0.0535652031,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0535652031,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T12_T_PLUS_2,0.0463867903,0.0463867903,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0463867903,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T12_WITHIN_3Y,0.1702119404,0.1702119404,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1702119404,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T24_TWO_OF_NEXT_3Y,0.1452209414,0.1452209414,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1452209414,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T24_T_PLUS_2,0.1691535455,0.1691535455,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1691535455,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T24_WITHIN_3Y,0.4067142008,0.4067142008,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4067142008,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T24_WITHIN_5Y,0.7382473173,0.7382473173,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7382473173,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T36_NEXT_YEAR,0.2857288274,0.2857288274,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2857288274,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T36_TWO_OF_NEXT_3Y,0.3577740956,0.3577740956,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3577740956,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T36_T_PLUS_2,0.2907110176,0.2907110176,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2907110176,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T6_NEXT_YEAR,0.0398185484,0.0398185484,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0398185484,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9508,RB_T6_WITHIN_3Y,0.1097585213,0.1097585213,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1097585213,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Tyjae Spears,RB,,135,0.0000000000,0.0000000000
9494,WR_T12_NEXT_YEAR,0.0145685566,0.0145685566,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0145685566,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T12_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T12_TWO_OF_NEXT_3Y,0.0318446738,0.0318446738,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0318446738,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T24_NEXT_YEAR,0.1108095027,0.1108095027,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1108095027,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T24_TWO_OF_NEXT_3Y,0.1020140466,0.1020140466,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1020140466,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T24_WITHIN_3Y,0.3141589649,0.3141589649,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3141589649,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T36_NEXT_YEAR,0.2157157062,0.2157157062,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2157157062,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T36_TWO_OF_NEXT_3Y,0.2513701545,0.2513701545,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2513701545,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T36_WITHIN_3Y,0.5341085660,0.5341085660,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5341085660,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T36_WITHIN_5Y,0.8031479086,0.8031479086,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8031479086,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T6_NEXT_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T6_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Marvin Mims,WR,,138,0.0000000000,0.0000000000
9494,WR_T6_WITHIN_3Y,0.0328706782,0.0328706782,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0328706782,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Marvin Mims,WR,,138,0.0000000000,0.0000000000
8144,WR_T12_NEXT_YEAR,0.4226446108,0.4226446108,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4226446108,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T12_THIS_YEAR,0.4122312920,0.4122312920,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4122312920,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T12_TWO_OF_NEXT_3Y,0.4086515794,0.4086515794,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4086515794,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T24_NEXT_YEAR,0.4797815449,0.4797815449,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4797815449,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T24_TWO_OF_NEXT_3Y,0.5520180323,0.5520180323,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5520180323,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T24_WITHIN_3Y,0.8028387549,0.8028387549,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8028387549,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T36_NEXT_YEAR,0.5636558806,0.5636558806,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5636558806,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T36_TWO_OF_NEXT_3Y,0.6674346563,0.6674346563,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6674346563,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T36_WITHIN_3Y,0.8692170819,0.8692170819,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8692170819,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T36_WITHIN_5Y,0.9725914448,0.9725914448,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.9725914448,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T6_NEXT_YEAR,0.3679402908,0.3679402908,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3679402908,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T6_THIS_YEAR,0.3998288545,0.3998288545,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3998288545,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Chris Olave,WR,,14,0.0000000000,0.0000000000
8144,WR_T6_WITHIN_3Y,0.6286586708,0.6286586708,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6286586708,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Chris Olave,WR,,14,0.0000000000,0.0000000000
4177,WR_T12_NEXT_YEAR,0.0145685566,0.0145685566,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0145685566,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T12_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T12_TWO_OF_NEXT_3Y,0.0318446738,0.0318446738,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0318446738,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T24_NEXT_YEAR,0.1108095027,0.1108095027,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1108095027,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T24_TWO_OF_NEXT_3Y,0.1020140466,0.1020140466,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1020140466,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T24_WITHIN_3Y,0.3141589649,0.3141589649,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3141589649,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T36_NEXT_YEAR,0.2157157062,0.2157157062,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2157157062,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T36_TWO_OF_NEXT_3Y,0.2513701545,0.2513701545,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2513701545,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T36_WITHIN_3Y,0.5341085660,0.5341085660,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5341085660,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T36_WITHIN_5Y,0.8031479086,0.8031479086,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8031479086,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T6_NEXT_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T6_THIS_YEAR,0.0100000000,0.0100000000,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0100000000,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_STRONGEST_OOF,Mack Hollins,WR,,140,0.0000000000,0.0000000000
4177,WR_T6_WITHIN_3Y,0.0328706782,0.0328706782,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0328706782,OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED,DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED,Mack Hollins,WR,,140,0.0000000000,0.0000000000
10859,TE_T12_NEXT_YEAR,0.1276632204,0.1276632204,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1276632204,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Sam LaPorta,TE,,141,0.0000000000,0.0000000000
10859,TE_T12_THIS_YEAR,0.1282432038,0.1282432038,0.0000000000,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1282432038,OUTCOME_V3_KEEP_CURRENT_BASELINE,CURRENT_BASELINE_RETAINED,Sam LaPorta,TE,,141,0.0000000000,0.0000000000
