feature_family,fidelity,position,target,outer_test_class,train_classes,baseline,rows,exact_identity_rows,feature_observed_rows,baseline_spearman,candidate_spearman,delta_spearman,baseline_ndcg,candidate_ndcg,delta_ndcg,baseline_mae,candidate_mae,baseline_rmse,candidate_rmse,baseline_pr_auc,candidate_pr_auc,baseline_brier,candidate_brier,delta_brier,baseline_log_loss,candidate_log_loss,baseline_ece,candidate_ece,baseline_precision,candidate_precision,baseline_recall,candidate_recall,baseline_calibration_intercept,candidate_calibration_intercept,baseline_calibration_slope,candidate_calibration_slope,baseline_rank_mae,candidate_rank_mae,baseline_top_n_overlap,candidate_top_n_overlap,primary_delta,temporal_status,same_row_status
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2018,2012|2013|2014|2015|2016|2017,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,32,0.263457,0.245403,-0.018054,0.902192,0.907236,0.005045,99.334042,97.700158,119.406644,118.113109,,,,,,,,,,,,,,,,,,9.030303,8.909091,0.400000,0.400000,-0.018054,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2019,2012|2013|2014|2015|2016|2017|2018,B1_CONTINUOUS_OVERALL_PICK,28,28,28,0.100576,-0.089614,-0.190189,0.846397,0.754241,-0.092156,123.299558,129.764964,140.637045,149.189300,,,,,,,,,,,,,,,,,,8.571429,9.571429,0.400000,0.200000,-0.190189,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2019,2012|2013|2014|2015|2016|2017|2018,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,28,0.029597,-0.089614,-0.119211,0.797943,0.754241,-0.043702,126.400764,129.764964,143.661260,149.189300,,,,,,,,,,,,,,,,,,9.357143,9.571429,0.400000,0.200000,-0.119211,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2019,2012|2013|2014|2015|2016|2017|2018,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,28,-0.149630,-0.089614,0.060016,0.747545,0.754241,0.006697,127.507754,129.764964,145.759785,149.189300,,,,,,,,,,,,,,,,,,10.071429,9.571429,0.200000,0.200000,0.060016,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B1_CONTINUOUS_OVERALL_PICK,37,37,37,0.442627,0.297060,-0.145567,0.853594,0.865955,0.012360,105.144631,103.489037,133.461619,135.831749,,,,,,,,,,,,,,,,,,8.702703,10.054054,0.400000,0.400000,-0.145567,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B2_DRAFT_CAPITAL_PLUS_AGE,37,37,37,0.454955,0.297060,-0.157895,0.887225,0.865955,-0.021270,103.642870,103.489037,131.857277,135.831749,,,,,,,,,,,,,,,,,,8.432432,10.054054,0.400000,0.400000,-0.157895,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,37,37,37,0.300379,0.297060,-0.003319,0.889718,0.865955,-0.023763,107.129245,103.489037,136.563051,135.831749,,,,,,,,,,,,,,,,,,10.108108,10.054054,0.400000,0.400000,-0.003319,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B1_CONTINUOUS_OVERALL_PICK,36,36,35,0.074136,-0.203231,-0.277367,0.898342,0.775445,-0.122897,128.117533,128.297680,147.445973,152.597401,,,,,,,,,,,,,,,,,,11.555556,13.722222,0.600000,0.200000,-0.277367,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B2_DRAFT_CAPITAL_PLUS_AGE,36,36,35,0.059077,-0.203231,-0.262308,0.856975,0.775445,-0.081530,128.764815,128.297680,148.199537,152.597401,,,,,,,,,,,,,,,,,,12.111111,13.722222,0.200000,0.200000,-0.262308,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,36,36,35,-0.173628,-0.203231,-0.029603,0.792892,0.775445,-0.017447,127.088333,128.297680,150.563025,152.597401,,,,,,,,,,,,,,,,,,13.722222,13.722222,0.400000,0.200000,-0.029603,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B1_CONTINUOUS_OVERALL_PICK,28,28,26,0.392447,0.052826,-0.339621,0.937832,0.779277,-0.158555,108.327617,114.221943,129.922133,134.245756,,,,,,,,,,,,,,,,,,7.428571,9.392857,0.600000,0.200000,-0.339621,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,26,0.424193,0.052826,-0.371367,0.928512,0.779277,-0.149235,106.871535,114.221943,128.498991,134.245756,,,,,,,,,,,,,,,,,,7.142857,9.392857,0.600000,0.200000,-0.371367,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,26,0.026550,0.052826,0.026276,0.758932,0.779277,0.020345,114.778885,114.221943,134.733934,134.245756,,,,,,,,,,,,,,,,,,9.535714,9.392857,0.200000,0.200000,0.026276,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B1_CONTINUOUS_OVERALL_PICK,33,33,33,0.432487,0.187500,-0.244987,0.896538,0.848196,-0.048342,98.244786,101.562892,126.202640,131.674632,,,,,,,,,,,,,,,,,,7.393939,9.272727,0.600000,0.400000,-0.244987,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,33,0.401738,0.187500,-0.214238,0.890198,0.848196,-0.042002,97.671064,101.562892,125.166914,131.674632,,,,,,,,,,,,,,,,,,7.696970,9.272727,0.400000,0.400000,-0.214238,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,33,0.226270,0.187500,-0.038770,0.852891,0.848196,-0.004695,101.051985,101.562892,130.983954,131.674632,,,,,,,,,,,,,,,,,,9.030303,9.272727,0.400000,0.400000,-0.038770,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2016,2012|2013|2014|2015,B1_CONTINUOUS_OVERALL_PICK,34,34,30,,,,,,,,,,,0.135965,0.071078,0.055874,0.058259,-0.002385,0.230224,0.264737,0.031441,0.010572,0.000000,0.000000,0.000000,0.000000,0.358192,-0.069730,0.082272,-0.039659,,,,,-0.064886,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2016,2012|2013|2014|2015,B2_DRAFT_CAPITAL_PLUS_AGE,34,34,30,,,,,,,,,,,0.125000,0.071078,0.056181,0.058259,-0.002077,0.233356,0.264737,0.030934,0.010572,0.000000,0.000000,0.000000,0.000000,0.266391,-0.069730,0.057394,-0.039659,,,,,-0.053922,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2016,2012|2013|2014|2015,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,34,34,30,,,,,,,,,,,0.092803,0.071078,0.056743,0.058259,-0.001516,0.251755,0.264737,0.029851,0.010572,0.000000,0.000000,0.000000,0.000000,-0.085959,-0.069730,-0.040013,-0.039659,,,,,-0.021725,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2017,2012|2013|2014|2015|2016,B1_CONTINUOUS_OVERALL_PICK,32,32,29,,,,,,,,,,,,,0.001480,0.002390,-0.000910,0.037528,0.048137,0.036765,0.046897,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2017,2012|2013|2014|2015|2016,B2_DRAFT_CAPITAL_PLUS_AGE,32,32,29,,,,,,,,,,,,,0.001512,0.002390,-0.000878,0.037832,0.048137,0.037053,0.046897,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2017,2012|2013|2014|2015|2016,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,32,32,29,,,,,,,,,,,,,0.001442,0.002390,-0.000948,0.038138,0.048137,0.037397,0.046897,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2018,2012|2013|2014|2015|2016|2017,B1_CONTINUOUS_OVERALL_PICK,33,33,32,,,,,,,,,,,,,0.001060,0.001654,-0.000594,0.031771,0.040661,0.031228,0.039810,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2018,2012|2013|2014|2015|2016|2017,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,32,,,,,,,,,,,,,0.001109,0.001654,-0.000545,0.032505,0.040661,0.031936,0.039810,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2018,2012|2013|2014|2015|2016|2017,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,32,,,,,,,,,,,,,0.001086,0.001654,-0.000568,0.033072,0.040661,0.032517,0.039810,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2019,2012|2013|2014|2015|2016|2017|2018,B1_CONTINUOUS_OVERALL_PICK,28,28,28,,,,,,,,,,,,,0.001072,0.001379,-0.000307,0.032283,0.037349,0.031734,0.036642,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2019,2012|2013|2014|2015|2016|2017|2018,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,28,,,,,,,,,,,,,0.001107,0.001379,-0.000272,0.032763,0.037349,0.032196,0.036642,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2019,2012|2013|2014|2015|2016|2017|2018,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,28,,,,,,,,,,,,,0.000996,0.001379,-0.000383,0.031790,0.037349,0.031282,0.036642,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2020,2012|2013|2014|2015|2016|2017|2018|2019,B1_CONTINUOUS_OVERALL_PICK,37,37,37,,,,,,,,,,,0.200000,0.071429,0.025796,0.026210,-0.000413,0.116240,0.122750,0.003863,0.008151,0.000000,0.000000,0.000000,0.000000,0.489536,0.367639,0.132978,0.102460,,,,,-0.128571,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2020,2012|2013|2014|2015|2016|2017|2018|2019,B2_DRAFT_CAPITAL_PLUS_AGE,37,37,37,,,,,,,,,,,0.250000,0.071429,0.025662,0.026210,-0.000548,0.114859,0.122750,0.005206,0.008151,0.000000,0.000000,0.000000,0.000000,0.521243,0.367639,0.143787,0.102460,,,,,-0.178571,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2020,2012|2013|2014|2015|2016|2017|2018|2019,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,37,37,37,,,,,,,,,,,0.142857,0.071429,0.026103,0.026210,-0.000107,0.120900,0.122750,0.003272,0.008151,0.000000,0.000000,0.000000,0.000000,0.618417,0.367639,0.170132,0.102460,,,,,-0.071429,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B1_CONTINUOUS_OVERALL_PICK,36,36,35,,,,,,,,,,,1.000000,0.166667,0.026127,0.026693,-0.000566,0.114038,0.121710,0.003100,0.005511,0.000000,0.000000,0.000000,0.000000,0.495098,0.360372,0.133638,0.097850,,,,,-0.833333,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B2_DRAFT_CAPITAL_PLUS_AGE,36,36,35,,,,,,,,,,,1.000000,0.166667,0.025834,0.026693,-0.000858,0.111126,0.121710,0.004362,0.005511,0.000000,0.000000,0.000000,0.000000,0.438328,0.360372,0.118107,0.097850,,,,,-0.833333,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,36,36,35,,,,,,,,,,,0.200000,0.166667,0.026642,0.026693,-0.000050,0.120814,0.121710,0.002217,0.005511,0.000000,0.000000,0.000000,0.000000,0.623049,0.360372,0.170329,0.097850,,,,,-0.033333,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B1_CONTINUOUS_OVERALL_PICK,28,28,26,,,,,,,,,,,,,0.001504,0.001376,0.000129,0.037784,0.036605,0.037010,0.035898,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,26,,,,,,,,,,,,,0.001648,0.001376,0.000272,0.038508,0.036605,0.037656,0.035898,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,26,,,,,,,,,,,,,0.001179,0.001376,-0.000197,0.034234,0.036605,0.033630,0.035898,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B1_CONTINUOUS_OVERALL_PICK,33,33,33,,,,,,,,,,,0.050000,0.043478,0.029843,0.029665,0.000178,0.142901,0.140104,0.000188,0.001691,0.000000,0.000000,0.000000,0.000000,-0.155607,-0.366174,-0.052794,-0.115761,,,,,-0.006522,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,33,,,,,,,,,,,0.050000,0.043478,0.029727,0.029665,0.000061,0.139897,0.140104,0.000087,0.001691,0.000000,0.000000,0.000000,0.000000,-0.022327,-0.366174,-0.014894,-0.115761,,,,,-0.006522,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,33,,,,,,,,,,,0.041667,0.043478,0.029680,0.029665,0.000014,0.140794,0.140104,0.000557,0.001691,0.000000,0.000000,0.000000,0.000000,-0.443069,-0.366174,-0.135226,-0.115761,,,,,0.001812,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2024,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,B1_CONTINUOUS_OVERALL_PICK,35,35,35,,,,,,,,,,,0.444444,0.464286,0.079337,0.080481,-0.001144,0.297560,0.314250,0.052977,0.052759,0.000000,0.000000,0.000000,0.000000,1.443303,1.750993,0.397032,0.491457,,,,,0.019841,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2024,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,B2_DRAFT_CAPITAL_PLUS_AGE,35,35,35,,,,,,,,,,,0.566667,0.464286,0.078444,0.080481,-0.002038,0.287315,0.314250,0.054238,0.052759,0.000000,0.000000,0.000000,0.000000,1.001774,1.750993,0.261393,0.491457,,,,,-0.102381,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2024,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,35,35,35,,,,,,,,,,,0.484444,0.464286,0.080702,0.080481,0.000221,0.317016,0.314250,0.054316,0.052759,0.000000,0.000000,0.000000,0.000000,1.865959,1.750993,0.517838,0.491457,,,,,-0.020159,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2025,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,B1_CONTINUOUS_OVERALL_PICK,30,30,30,,,,,,,,,,,1.000000,1.000000,0.030732,0.030952,-0.000220,0.128005,0.131095,0.002933,0.003508,0.000000,0.000000,0.000000,0.000000,0.471367,1.022884,0.130760,0.300997,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2025,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,B2_DRAFT_CAPITAL_PLUS_AGE,30,30,30,,,,,,,,,,,0.333333,1.000000,0.030602,0.030952,-0.000350,0.125668,0.131095,0.000422,0.003508,0.000000,0.000000,0.000000,0.000000,0.494556,1.022884,0.134295,0.300997,,,,,0.666667,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top12_y1,2025,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,30,30,30,,,,,,,,,,,1.000000,1.000000,0.030960,0.030952,0.000008,0.130558,0.131095,0.001687,0.003508,0.000000,0.000000,0.000000,0.000000,1.048695,1.022884,0.303931,0.300997,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2016,2012|2013|2014|2015,B1_CONTINUOUS_OVERALL_PICK,34,34,30,,,,,,,,,,,0.135965,0.084967,0.056617,0.068282,-0.011665,0.221581,0.300931,0.040312,0.050109,0.000000,0.000000,0.000000,0.000000,0.152709,-0.026833,0.030628,-0.034754,,,,,-0.050998,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2016,2012|2013|2014|2015,B2_DRAFT_CAPITAL_PLUS_AGE,34,34,30,,,,,,,,,,,0.121324,0.084967,0.059021,0.068282,-0.009261,0.229597,0.300931,0.023721,0.050109,0.000000,0.000000,0.000000,0.000000,0.126765,-0.026833,0.022416,-0.034754,,,,,-0.036356,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2016,2012|2013|2014|2015,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,34,34,30,,,,,,,,,,,0.092803,0.084967,0.061154,0.068282,-0.007128,0.276249,0.300931,0.018875,0.050109,0.000000,0.000000,0.000000,0.000000,-0.004501,-0.026833,-0.022069,-0.034754,,,,,-0.007836,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2017,2012|2013|2014|2015|2016,B1_CONTINUOUS_OVERALL_PICK,32,32,29,,,,,,,,,,,0.166667,0.100000,0.033380,0.036574,-0.003194,0.147347,0.170588,0.049415,0.069380,0.000000,0.000000,0.000000,0.000000,0.122400,0.097793,0.033702,0.028720,,,,,-0.066667,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2017,2012|2013|2014|2015|2016,B2_DRAFT_CAPITAL_PLUS_AGE,32,32,29,,,,,,,,,,,0.333333,0.100000,0.029081,0.036574,-0.007492,0.129326,0.170588,0.069808,0.069380,0.000000,0.000000,0.000000,0.000000,0.208194,0.097793,0.065382,0.028720,,,,,-0.233333,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2017,2012|2013|2014|2015|2016,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,32,32,29,,,,,,,,,,,0.090909,0.100000,0.034051,0.036574,-0.002523,0.158770,0.170588,0.054177,0.069380,0.000000,0.000000,0.000000,0.000000,0.108308,0.097793,0.030923,0.028720,,,,,0.009091,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2018,2012|2013|2014|2015|2016|2017,B1_CONTINUOUS_OVERALL_PICK,33,33,32,,,,,,,,,,,0.500000,0.500000,0.026611,0.028172,-0.001561,0.115550,0.130177,0.032000,0.044639,0.000000,0.000000,0.000000,0.000000,0.207336,0.248707,0.058837,0.082032,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2018,2012|2013|2014|2015|2016|2017,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,32,,,,,,,,,,,0.100000,0.500000,0.031247,0.028172,0.003076,0.135335,0.130177,0.032364,0.044639,0.000000,0.000000,0.000000,0.000000,0.121937,0.248707,0.030298,0.082032,,,,,0.400000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2018,2012|2013|2014|2015|2016|2017,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,32,,,,,,,,,,,0.333333,0.500000,0.027439,0.028172,-0.000733,0.122805,0.130177,0.034203,0.044639,0.000000,0.000000,0.000000,0.000000,0.248433,0.248707,0.076700,0.082032,,,,,0.166667,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2019,2012|2013|2014|2015|2016|2017|2018,B1_CONTINUOUS_OVERALL_PICK,28,28,28,,,,,,,,,,,0.250000,0.333333,0.034161,0.032846,0.001315,0.145367,0.142688,0.035260,0.035712,0.000000,0.000000,0.000000,0.000000,0.159717,0.279356,0.043568,0.090389,,,,,0.083333,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2019,2012|2013|2014|2015|2016|2017|2018,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,28,,,,,,,,,,,0.200000,0.333333,0.033548,0.032846,0.000702,0.140358,0.142688,0.033666,0.035712,0.000000,0.000000,0.000000,0.000000,0.169874,0.279356,0.046185,0.090389,,,,,0.133333,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2019,2012|2013|2014|2015|2016|2017|2018,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,28,,,,,,,,,,,0.333333,0.333333,0.032318,0.032846,-0.000527,0.137288,0.142688,0.027554,0.035712,0.000000,0.000000,0.000000,0.000000,0.289115,0.279356,0.089319,0.090389,,,,,0.000000,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,top24_y1,2020,2012|2013|2014|2015|2016|2017|2018|2019,B1_CONTINUOUS_OVERALL_PICK,37,37,37,,,,,,,,,,,0.322944,0.439245,0.087514,0.092638,-0.005124,0.282607,0.322227,0.033788,0.036207,0.000000,0.000000,0.000000,0.000000,0.484570,0.398269,0.133070,0.106664,,,,,0.116301,PASS_EARLIER_CLASSES_ONLY,PASS
