feature_family,fidelity,position,target,outer_test_class,train_classes,baseline,rows,exact_identity_rows,feature_observed_rows,baseline_spearman,candidate_spearman,delta_spearman,baseline_ndcg,candidate_ndcg,delta_ndcg,baseline_mae,candidate_mae,baseline_rmse,candidate_rmse,baseline_pr_auc,candidate_pr_auc,baseline_brier,candidate_brier,delta_brier,baseline_log_loss,candidate_log_loss,baseline_ece,candidate_ece,baseline_precision,candidate_precision,baseline_recall,candidate_recall,baseline_calibration_intercept,candidate_calibration_intercept,baseline_calibration_slope,candidate_calibration_slope,baseline_rank_mae,candidate_rank_mae,baseline_top_n_overlap,candidate_top_n_overlap,primary_delta,temporal_status,same_row_status
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y2_vor,2024,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,35,35,35,-0.031867,-0.095602,-0.063735,0.825578,0.825191,-0.000387,40.839974,41.163056,45.740948,46.343888,,,,,,,,,,,,,,,,,,12.057143,12.685714,0.000000,0.000000,-0.063735,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2016,2012|2013|2014|2015,B1_CONTINUOUS_OVERALL_PICK,34,34,30,-0.215858,-0.299650,-0.083792,0.745277,0.785341,0.040064,53.345657,56.581202,60.314954,67.066912,,,,,,,,,,,,,,,,,,12.764706,12.911765,0.000000,0.200000,-0.083792,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2016,2012|2013|2014|2015,B2_DRAFT_CAPITAL_PLUS_AGE,34,34,30,-0.117436,-0.299650,-0.182215,0.747263,0.785341,0.038078,52.920256,56.581202,60.273510,67.066912,,,,,,,,,,,,,,,,,,12.000000,12.911765,0.200000,0.200000,-0.182215,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2016,2012|2013|2014|2015,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,34,34,30,-0.068437,-0.299650,-0.231214,0.768303,0.785341,0.017038,52.769477,56.581202,60.529676,67.066912,,,,,,,,,,,,,,,,,,10.882353,12.911765,0.200000,0.200000,-0.231214,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2017,2012|2013|2014|2015|2016,B1_CONTINUOUS_OVERALL_PICK,32,32,29,-0.077786,-0.115014,-0.037228,0.821489,0.813463,-0.008025,50.284594,49.944958,56.135810,56.148113,,,,,,,,,,,,,,,,,,11.500000,11.125000,0.000000,0.200000,-0.037228,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2017,2012|2013|2014|2015|2016,B2_DRAFT_CAPITAL_PLUS_AGE,32,32,29,-0.147983,-0.115014,0.032970,0.831732,0.813463,-0.018269,50.702686,49.944958,56.587973,56.148113,,,,,,,,,,,,,,,,,,11.625000,11.125000,0.200000,0.200000,0.032970,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2017,2012|2013|2014|2015|2016,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,32,32,29,0.011767,-0.115014,-0.126781,0.819883,0.813463,-0.006420,50.172994,49.944958,55.987751,56.148113,,,,,,,,,,,,,,,,,,10.812500,11.125000,0.200000,0.200000,-0.126781,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2018,2012|2013|2014|2015|2016|2017,B1_CONTINUOUS_OVERALL_PICK,33,33,32,0.133412,0.193246,0.059834,0.862372,0.885519,0.023147,54.655744,54.947247,62.155255,62.786482,,,,,,,,,,,,,,,,,,10.121212,9.515152,0.400000,0.400000,0.059834,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2018,2012|2013|2014|2015|2016|2017,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,32,0.110115,0.193246,0.083131,0.835362,0.885519,0.050157,54.807509,54.947247,62.620053,62.786482,,,,,,,,,,,,,,,,,,10.303030,9.515152,0.200000,0.400000,0.083131,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2018,2012|2013|2014|2015|2016|2017,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,32,0.228108,0.193246,-0.034861,0.872482,0.885519,0.013036,54.394871,54.947247,61.779366,62.786482,,,,,,,,,,,,,,,,,,9.757576,9.515152,0.400000,0.400000,-0.034861,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2019,2012|2013|2014|2015|2016|2017|2018,B1_CONTINUOUS_OVERALL_PICK,28,28,28,-0.022804,-0.159061,-0.136257,0.828562,0.740814,-0.087748,60.300045,60.873252,67.358909,68.099336,,,,,,,,,,,,,,,,,,9.535714,9.500000,0.200000,0.000000,-0.136257,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2019,2012|2013|2014|2015|2016|2017|2018,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,28,-0.079816,-0.159061,-0.079245,0.773504,0.740814,-0.032691,60.325331,60.873252,67.535983,68.099336,,,,,,,,,,,,,,,,,,9.964286,9.500000,0.200000,0.000000,-0.079245,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2019,2012|2013|2014|2015|2016|2017|2018,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,28,-0.215217,-0.159061,0.056156,0.730268,0.740814,0.010545,60.566127,60.873252,67.892012,68.099336,,,,,,,,,,,,,,,,,,9.821429,9.500000,0.000000,0.000000,0.056156,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B1_CONTINUOUS_OVERALL_PICK,37,37,37,0.391711,0.160779,-0.230932,0.876518,0.870711,-0.005807,53.525616,54.205727,61.216987,61.824382,,,,,,,,,,,,,,,,,,9.378378,10.837838,0.400000,0.400000,-0.230932,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B2_DRAFT_CAPITAL_PLUS_AGE,37,37,37,0.243383,0.160779,-0.082604,0.795057,0.870711,0.075654,53.617482,54.205727,61.482273,61.824382,,,,,,,,,,,,,,,,,,10.972973,10.837838,0.200000,0.400000,-0.082604,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,37,37,37,0.196574,0.160779,-0.035795,0.898433,0.870711,-0.027722,54.061096,54.205727,61.619391,61.824382,,,,,,,,,,,,,,,,,,10.918919,10.837838,0.400000,0.400000,-0.035795,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B1_CONTINUOUS_OVERALL_PICK,36,36,35,-0.040081,-0.264537,-0.224456,0.852299,0.779395,-0.072904,55.912979,56.844578,61.015559,62.416285,,,,,,,,,,,,,,,,,,13.055556,14.000000,0.600000,0.200000,-0.224456,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B2_DRAFT_CAPITAL_PLUS_AGE,36,36,35,-0.018705,-0.264537,-0.245833,0.824799,0.779395,-0.045404,55.451311,56.844578,60.783902,62.416285,,,,,,,,,,,,,,,,,,12.666667,14.000000,0.600000,0.200000,-0.245833,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,36,36,35,-0.213500,-0.264537,-0.051037,0.795288,0.779395,-0.015893,55.910939,56.844578,61.500245,62.416285,,,,,,,,,,,,,,,,,,13.666667,14.000000,0.400000,0.200000,-0.051037,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B1_CONTINUOUS_OVERALL_PICK,28,28,26,0.174044,0.104304,-0.069740,0.896239,0.727118,-0.169121,53.323619,52.636206,63.027124,62.779518,,,,,,,,,,,,,,,,,,8.500000,8.892857,0.600000,0.400000,-0.069740,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,26,0.070440,0.104304,0.033864,0.761421,0.727118,-0.034303,52.779616,52.636206,62.801589,62.779518,,,,,,,,,,,,,,,,,,9.035714,8.892857,0.200000,0.400000,0.033864,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,26,0.045093,0.104304,0.059211,0.691027,0.727118,0.036091,52.546179,52.636206,62.623778,62.779518,,,,,,,,,,,,,,,,,,9.464286,8.892857,0.200000,0.400000,0.059211,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B1_CONTINUOUS_OVERALL_PICK,33,33,33,0.082942,0.058765,-0.024178,0.875320,0.805711,-0.069608,50.786505,50.873541,63.778185,64.004807,,,,,,,,,,,,,,,,,,10.363636,10.545455,0.400000,0.200000,-0.024178,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,33,0.083614,0.058765,-0.024849,0.838299,0.805711,-0.032588,50.772130,50.873541,63.796837,64.004807,,,,,,,,,,,,,,,,,,10.424242,10.545455,0.400000,0.200000,-0.024849,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,y3_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,33,0.015447,0.058765,0.043318,0.810966,0.805711,-0.005255,51.048630,50.873541,64.058767,64.004807,,,,,,,,,,,,,,,,,,10.969697,10.545455,0.200000,0.200000,0.043318,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2016,2012|2013|2014|2015,B1_CONTINUOUS_OVERALL_PICK,34,34,30,-0.189813,0.032555,0.222369,0.722806,0.729562,0.006756,88.945452,87.922374,103.275249,103.491773,,,,,,,,,,,,,,,,,,12.941176,10.617647,0.000000,0.000000,0.222369,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2016,2012|2013|2014|2015,B2_DRAFT_CAPITAL_PLUS_AGE,34,34,30,-0.129355,0.032555,0.161911,0.677118,0.729562,0.052444,87.791173,87.922374,103.311745,103.491773,,,,,,,,,,,,,,,,,,12.705882,10.617647,0.000000,0.000000,0.161911,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2016,2012|2013|2014|2015,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,34,34,30,-0.050369,0.032555,0.082924,0.729543,0.729562,0.000019,89.212774,87.922374,105.820556,103.491773,,,,,,,,,,,,,,,,,,11.088235,10.617647,0.000000,0.000000,0.082924,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2017,2012|2013|2014|2015|2016,B1_CONTINUOUS_OVERALL_PICK,32,32,29,0.123761,0.251286,0.127525,0.820975,0.825560,0.004585,71.331123,68.703360,88.379608,84.419890,,,,,,,,,,,,,,,,,,9.875000,8.875000,0.000000,0.000000,0.127525,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2017,2012|2013|2014|2015|2016,B2_DRAFT_CAPITAL_PLUS_AGE,32,32,29,0.041131,0.251286,0.210155,0.870973,0.825560,-0.045413,74.997738,68.703360,88.764636,84.419890,,,,,,,,,,,,,,,,,,10.687500,8.875000,0.200000,0.000000,0.210155,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2017,2012|2013|2014|2015|2016,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,32,32,29,0.321455,0.251286,-0.070169,0.816785,0.825560,0.008775,69.753284,68.703360,85.420798,84.419890,,,,,,,,,,,,,,,,,,8.312500,8.875000,0.000000,0.000000,-0.070169,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2018,2012|2013|2014|2015|2016|2017,B1_CONTINUOUS_OVERALL_PICK,33,33,32,0.390366,0.257568,-0.132798,0.935507,0.916577,-0.018930,65.821431,63.790979,78.509287,79.006339,,,,,,,,,,,,,,,,,,8.424242,8.424242,0.400000,0.400000,-0.132798,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2018,2012|2013|2014|2015|2016|2017,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,32,0.190835,0.257568,0.066734,0.879590,0.916577,0.036987,66.366214,63.790979,80.520027,79.006339,,,,,,,,,,,,,,,,,,9.333333,8.424242,0.200000,0.400000,0.066734,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2018,2012|2013|2014|2015|2016|2017,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,32,0.252885,0.257568,0.004683,0.905755,0.916577,0.010822,65.281481,63.790979,79.697456,79.006339,,,,,,,,,,,,,,,,,,8.545455,8.424242,0.400000,0.400000,0.004683,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2019,2012|2013|2014|2015|2016|2017|2018,B1_CONTINUOUS_OVERALL_PICK,28,28,28,0.096739,-0.114004,-0.210743,0.831103,0.753875,-0.077227,81.155376,90.149205,94.446244,102.041108,,,,,,,,,,,,,,,,,,9.285714,10.142857,0.200000,0.200000,-0.210743,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2019,2012|2013|2014|2015|2016|2017|2018,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,28,0.094821,-0.114004,-0.208825,0.811941,0.753875,-0.058066,83.219284,90.149205,95.482566,102.041108,,,,,,,,,,,,,,,,,,9.000000,10.142857,0.400000,0.200000,-0.208825,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2019,2012|2013|2014|2015|2016|2017|2018,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,28,-0.153467,-0.114004,0.039463,0.753518,0.753875,0.000357,87.108776,90.149205,98.870561,102.041108,,,,,,,,,,,,,,,,,,10.500000,10.142857,0.200000,0.200000,0.039463,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B1_CONTINUOUS_OVERALL_PICK,37,37,37,0.412281,0.236368,-0.175913,0.832721,0.793022,-0.039699,73.917408,75.524103,93.811519,97.102479,,,,,,,,,,,,,,,,,,8.918919,10.594595,0.400000,0.200000,-0.175913,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B2_DRAFT_CAPITAL_PLUS_AGE,37,37,37,0.478189,0.236368,-0.241821,0.916028,0.793022,-0.123007,73.740086,75.524103,91.566136,97.102479,,,,,,,,,,,,,,,,,,8.000000,10.594595,0.400000,0.200000,-0.241821,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2020,2012|2013|2014|2015|2016|2017|2018|2019,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,37,37,37,0.300853,0.236368,-0.064486,0.873776,0.793022,-0.080755,74.940112,75.524103,96.167082,97.102479,,,,,,,,,,,,,,,,,,10.432432,10.594595,0.200000,0.200000,-0.064486,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B1_CONTINUOUS_OVERALL_PICK,36,36,35,0.291415,0.103617,-0.187798,0.909781,0.762933,-0.146848,97.047635,97.413037,110.837120,112.915679,,,,,,,,,,,,,,,,,,10.416667,11.444444,0.600000,0.200000,-0.187798,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B2_DRAFT_CAPITAL_PLUS_AGE,36,36,35,0.249710,0.103617,-0.146093,0.844532,0.762933,-0.081598,99.435449,97.413037,111.899185,112.915679,,,,,,,,,,,,,,,,,,10.666667,11.444444,0.200000,0.200000,-0.146093,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2021,2012|2013|2014|2015|2016|2017|2018|2019|2020,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,36,36,35,0.126657,0.103617,-0.023040,0.784467,0.762933,-0.021534,97.120193,97.413037,112.503250,112.915679,,,,,,,,,,,,,,,,,,11.500000,11.444444,0.400000,0.200000,-0.023040,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B1_CONTINUOUS_OVERALL_PICK,28,28,26,0.513410,0.110305,-0.403105,0.915373,0.766624,-0.148749,75.415166,79.414303,86.528875,92.629319,,,,,,,,,,,,,,,,,,5.928571,8.892857,0.600000,0.200000,-0.403105,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B2_DRAFT_CAPITAL_PLUS_AGE,28,28,26,0.494800,0.110305,-0.384495,0.882549,0.766624,-0.115925,72.573200,79.414303,85.083703,92.629319,,,,,,,,,,,,,,,,,,6.285714,8.892857,0.600000,0.200000,-0.384495,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2022,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,28,28,26,0.116327,0.110305,-0.006022,0.761693,0.766624,0.004931,79.315612,79.414303,92.678773,92.629319,,,,,,,,,,,,,,,,,,9.035714,8.892857,0.200000,0.200000,-0.006022,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B1_CONTINUOUS_OVERALL_PICK,33,33,33,0.508690,0.238302,-0.270388,0.885069,0.851456,-0.033614,60.653494,64.586581,77.195445,83.270886,,,,,,,,,,,,,,,,,,6.909091,9.212121,0.600000,0.200000,-0.270388,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,33,0.435160,0.238302,-0.196858,0.875295,0.851456,-0.023839,62.376877,64.586581,77.551929,83.270886,,,,,,,,,,,,,,,,,,8.000000,9.212121,0.400000,0.200000,-0.196858,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2023,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,33,33,33,0.270722,0.238302,-0.032420,0.859922,0.851456,-0.008467,63.740698,64.586581,82.249806,83.270886,,,,,,,,,,,,,,,,,,9.030303,9.212121,0.200000,0.200000,-0.032420,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2024,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,B1_CONTINUOUS_OVERALL_PICK,35,35,35,0.265901,0.189409,-0.076492,0.903950,0.883246,-0.020704,54.054213,52.849022,72.491760,72.596064,,,,,,,,,,,,,,,,,,9.714286,9.542857,0.200000,0.000000,-0.076492,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2024,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,B2_DRAFT_CAPITAL_PLUS_AGE,35,35,35,0.290838,0.189409,-0.101429,0.890761,0.883246,-0.007515,54.950979,52.849022,72.670687,72.596064,,,,,,,,,,,,,,,,,,9.942857,9.542857,0.200000,0.000000,-0.101429,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,two_year_vor,2024,2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,35,35,35,0.213505,0.189409,-0.024096,0.884001,0.883246,-0.000755,52.329837,52.849022,72.320060,72.596064,,,,,,,,,,,,,,,,,,9.542857,9.542857,0.000000,0.000000,-0.024096,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2016,2012|2013|2014|2015,B1_CONTINUOUS_OVERALL_PICK,34,34,30,-0.230937,-0.106727,0.124210,0.725105,0.741541,0.016437,129.307907,126.939473,153.032495,157.690621,,,,,,,,,,,,,,,,,,13.000000,11.323529,0.000000,0.000000,0.124210,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2016,2012|2013|2014|2015,B2_DRAFT_CAPITAL_PLUS_AGE,34,34,30,-0.174468,-0.106727,0.067742,0.694308,0.741541,0.047234,127.076274,126.939473,153.238394,157.690621,,,,,,,,,,,,,,,,,,13.117647,11.323529,0.000000,0.000000,0.067742,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2016,2012|2013|2014|2015,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,34,34,30,-0.093520,-0.106727,-0.013206,0.738816,0.741541,0.002726,125.189503,126.939473,155.805737,157.690621,,,,,,,,,,,,,,,,,,11.205882,11.323529,0.000000,0.000000,-0.013206,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2017,2012|2013|2014|2015|2016,B1_CONTINUOUS_OVERALL_PICK,32,32,29,0.157035,0.140576,-0.016459,0.846215,0.850785,0.004571,93.166717,88.010277,109.881461,107.108989,,,,,,,,,,,,,,,,,,9.875000,9.187500,0.000000,0.400000,-0.016459,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2017,2012|2013|2014|2015|2016,B2_DRAFT_CAPITAL_PLUS_AGE,32,32,29,-0.051550,0.140576,0.192126,0.878782,0.850785,-0.027996,97.893225,88.010277,112.524071,107.108989,,,,,,,,,,,,,,,,,,11.187500,9.187500,0.400000,0.400000,0.192126,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2017,2012|2013|2014|2015|2016,B3_ACCEPTED_MODEL_V4_REVIEW_PROXY,32,32,29,0.237475,0.140576,-0.096899,0.838766,0.850785,0.012020,89.781941,88.010277,107.538292,107.108989,,,,,,,,,,,,,,,,,,8.937500,9.187500,0.200000,0.400000,-0.096899,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2018,2012|2013|2014|2015|2016|2017,B1_CONTINUOUS_OVERALL_PICK,33,33,32,0.359077,0.245403,-0.113674,0.912178,0.907236,-0.004941,100.237839,97.700158,120.180893,118.113109,,,,,,,,,,,,,,,,,,8.787879,8.909091,0.400000,0.400000,-0.113674,PASS_EARLIER_CLASSES_ONLY,PASS
T03,FEATURE_FAMILY_TESTABLE_WITH_LOWER_FIDELITY,WR,three_year_vor,2018,2012|2013|2014|2015|2016|2017,B2_DRAFT_CAPITAL_PLUS_AGE,33,33,32,0.176195,0.245403,0.069208,0.861337,0.907236,0.045899,101.131665,97.700158,122.260728,118.113109,,,,,,,,,,,,,,,,,,9.151515,8.909091,0.200000,0.400000,0.069208,PASS_EARLIER_CLASSES_ONLY,PASS
