model_id,split,target_seasons,position,sample_size,mae_points,rmse_points,spearman_points,top_n_label,top_n,top_n_hit_rate,result_source
receiver_yac_air,season_2022,2022,WR,186,29.59609266112523,37.02346440195384,0.7394453841661717,wr_t36,36,0.6666666666666666,candidate
receiver_yac_air,season_2023,2023,QB,63,65.39401818752877,84.56402073863521,0.5701324884792627,qb_t12,12,0.5,candidate
receiver_yac_air,season_2023,2023,RB,115,44.232024473833405,58.430564542017606,0.6319595028663869,rb_t24,24,0.5416666666666666,candidate
receiver_yac_air,season_2023,2023,TE,96,18.59461834039661,23.745250116298994,0.7691123255517563,te_t12,12,0.5833333333333334,candidate
receiver_yac_air,season_2023,2023,WR,166,27.592600459861234,36.37356182698422,0.7757712714921419,wr_t36,36,0.6388888888888888,candidate
receiver_yac_air,season_2024,2024,QB,63,61.470855603729696,80.04816761813632,0.6002304147465438,qb_t12,12,0.5,candidate
receiver_yac_air,season_2024,2024,RB,108,43.97841351190934,61.95812281552993,0.7384933456835117,rb_t24,24,0.5833333333333334,candidate
receiver_yac_air,season_2024,2024,TE,96,19.85891396251655,26.959892817261906,0.710154858654273,te_t12,12,0.3333333333333333,candidate
receiver_yac_air,season_2024,2024,WR,171,30.50424453475945,39.16681109060056,0.7259197659223607,wr_t36,36,0.6111111111111112,candidate
receiver_yac_air,season_2025,2025,QB,63,56.39183675711902,72.61216504821661,0.7191340245775729,qb_t12,12,0.5833333333333334,candidate
receiver_yac_air,season_2025,2025,RB,106,41.617614242673135,57.84901775834805,0.7173154578843777,rb_t24,24,0.5833333333333334,candidate
receiver_yac_air,season_2025,2025,TE,107,18.14816413856648,24.18915487107053,0.7665058925809566,te_t12,12,0.4166666666666667,candidate
receiver_yac_air,season_2025,2025,WR,176,28.54304614947117,38.803853631480074,0.7148834212387231,wr_t36,36,0.6111111111111112,candidate
redzone_rush,season_2021,2021,QB,61,55.3373003139545,73.45925556521306,0.7395557905869911,qb_t12,12,0.6666666666666666,candidate
redzone_rush,season_2021,2021,RB,121,42.43115200881141,55.74599351288904,0.63815064143366,rb_t24,24,0.5,candidate
redzone_rush,season_2021,2021,TE,97,22.50544231247181,31.15452468737861,0.7220661969875191,te_t12,12,0.4166666666666667,candidate
redzone_rush,season_2021,2021,WR,187,32.78354883519115,43.96765914512439,0.6597678131511893,wr_t36,36,0.6111111111111112,candidate
redzone_rush,season_2022,2022,QB,67,49.45288708572448,63.99856897062948,0.7752491744457036,qb_t12,12,0.5,candidate
redzone_rush,season_2022,2022,RB,120,45.01360338609625,59.51195987004005,0.6788262870409153,rb_t24,24,0.5833333333333334,candidate
redzone_rush,season_2022,2022,TE,99,17.61325586634705,22.071396450190896,0.7733661535514459,te_t12,12,0.5,candidate
redzone_rush,season_2022,2022,WR,186,30.099121109424065,38.28088655031696,0.7402306741098037,wr_t36,36,0.6388888888888888,candidate
redzone_rush,season_2023,2023,QB,63,69.43123259385371,88.65138547314504,0.5699404761904762,qb_t12,12,0.4166666666666667,candidate
redzone_rush,season_2023,2023,RB,115,45.493726051352965,61.192537353088895,0.6111423496005779,rb_t24,24,0.375,candidate
redzone_rush,season_2023,2023,TE,96,19.234411215002286,24.55603315833232,0.7609929465626926,te_t12,12,0.6666666666666666,candidate
redzone_rush,season_2023,2023,WR,166,28.415937750151723,36.754097113162196,0.7685019237863702,wr_t36,36,0.6666666666666666,candidate
redzone_rush,season_2024,2024,QB,63,62.09485072262482,80.26615035839224,0.5803571428571429,qb_t12,12,0.4166666666666667,candidate
redzone_rush,season_2024,2024,RB,108,44.63407819077074,63.73477297875339,0.7289007253118132,rb_t24,24,0.5833333333333334,candidate
redzone_rush,season_2024,2024,TE,96,21.250529183012688,29.344205922399663,0.7141766949884041,te_t12,12,0.3333333333333333,candidate
redzone_rush,season_2024,2024,WR,171,31.06213806229333,39.72051472823427,0.7260226876158414,wr_t36,36,0.5833333333333334,candidate
redzone_rush,season_2025,2025,QB,63,60.95720901027248,78.1846118450751,0.7000768049155146,qb_t12,12,0.4166666666666667,candidate
redzone_rush,season_2025,2025,RB,106,43.012149297784234,58.815679844946665,0.7060370561838037,rb_t24,24,0.5416666666666666,candidate
