player_id,player_name,position,team,identity_status,identity_source
00-0040785,Dohnte Meyers,WR,CIN,EXACT,nflverse.players.gsis_id
00-0040867,Makai Lemon,WR,PHI,EXACT,nflverse.players.gsis_id
00-0040870,Ja'Kobi Lane,WR,BAL,EXACT,nflverse.players.gsis_id
00-0040876,Elijah Sarratt,WR,BAL,EXACT,nflverse.players.gsis_id
00-0040890,Cyrus Allen,WR,KC,EXACT,nflverse.players.gsis_id
00-0040894,Malik Benson,WR,LV,EXACT,nflverse.players.gsis_id
00-0040895,Emmanuel Henderson Jr.,WR,SEA,EXACT,nflverse.players.gsis_id
00-0040900,Anthony Smith,WR,DAL,EXACT,nflverse.players.gsis_id
00-0040912,Hank Beatty,WR,TEN,EXACT,nflverse.players.gsis_id
00-0040919,Tyren Montgomery,WR,TEN,EXACT,nflverse.players.gsis_id
00-0040930,Camden Brown,WR,DAL,EXACT,nflverse.players.gsis_id
00-0040934,Jordan Hudson,WR,DAL,EXACT,nflverse.players.gsis_id
00-0040948,J. Michael Sturdivant,WR,GB,EXACT,nflverse.players.gsis_id
00-0040953,Jeff Caldwell,WR,KC,EXACT,nflverse.players.gsis_id
00-0040954,Omari Evans,WR,KC,EXACT,nflverse.players.gsis_id
00-0040967,Jacob De Jesus,WR,KC,EXACT,nflverse.players.gsis_id
00-0040970,Michael Briscoe,WR,MIN,EXACT,nflverse.players.gsis_id
00-0040976,Levi Wentz,WR,PIT,EXACT,nflverse.players.gsis_id
00-0040977,Cortez Braham,WR,BAL,EXACT,nflverse.players.gsis_id
00-0040989,Octavian Smith,WR,BAL,EXACT,nflverse.players.gsis_id
00-0041004,Chase Roberts,WR,LV,EXACT,nflverse.players.gsis_id
00-0041011,E.J. Williams Jr.,WR,LV,EXACT,nflverse.players.gsis_id
00-0041020,Xavier Loyd,WR,KC,EXACT,nflverse.players.gsis_id
00-0041029,Jordyn Tyson,WR,NO,EXACT,nflverse.players.gsis_id
00-0041035,De'Zhaun Stribling,WR,SF,EXACT,nflverse.players.gsis_id
00-0041037,Denzel Boston,WR,CLE,EXACT,nflverse.players.gsis_id
00-0041040,Antonio Williams,WR,WAS,EXACT,nflverse.players.gsis_id
00-0041042,Malachi Fields,WR,NYG,EXACT,nflverse.players.gsis_id
00-0041044,Zachariah Branch,WR,ATL,EXACT,nflverse.players.gsis_id
00-0041047,Chris Brazzell II,WR,CAR,EXACT,nflverse.players.gsis_id
00-0041048,Ted Hurst III,WR,TB,EXACT,nflverse.players.gsis_id
00-0041051,Zavion Thomas,WR,CHI,EXACT,nflverse.players.gsis_id
00-0041067,Bryce Lance,WR,NO,EXACT,nflverse.players.gsis_id
00-0041069,Colbie Young,WR,CIN,EXACT,nflverse.players.gsis_id
00-0041070,Reggie Virgil,WR,AZ,EXACT,nflverse.players.gsis_id
00-0041099,Barion Brown,WR,NO,EXACT,nflverse.players.gsis_id
00-0041100,Josh Cameron,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041106,C.J. Williams,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041132,Deion Burks,WR,IND,EXACT,nflverse.players.gsis_id
00-0041152,Kobe Prentice,WR,NE,EXACT,nflverse.players.gsis_id
00-0041158,Donaven McCulley,WR,MIA,EXACT,nflverse.players.gsis_id
00-0041168,Omari Kelly,WR,CHI,EXACT,nflverse.players.gsis_id
00-0041176,Jaden Bradley,WR,WAS,EXACT,nflverse.players.gsis_id
00-0041179,Chris Hilton Jr.,WR,WAS,EXACT,nflverse.players.gsis_id
00-0041185,Vinny Anthony II,WR,ATL,EXACT,nflverse.players.gsis_id
00-0041187,Le'Meke Brockington,WR,ATL,EXACT,nflverse.players.gsis_id
00-0041199,Caullin Lacy,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0041201,DT Sheffield,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0041205,Brady Boyd,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041215,Ben Patterson,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041216,Trebor Pena,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041220,Michael Wortham,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041228,Sahmir Hagans,WR,IND,EXACT,nflverse.players.gsis_id
00-0041229,E.J. Horton,WR,IND,EXACT,nflverse.players.gsis_id
00-0041233,Raylen Sharpe,WR,IND,EXACT,nflverse.players.gsis_id
00-0041248,Noah Thomas,WR,CIN,EXACT,nflverse.players.gsis_id
00-0041257,Eric Rivers Jr.,WR,TB,EXACT,nflverse.players.gsis_id
00-0041266,Keelan Marion,WR,ATL,EXACT,nflverse.players.gsis_id
00-0041267,Malik McClain,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0041272,Ja'Mori Maclin,WR,BUF,EXACT,nflverse.players.gsis_id
00-0041274,Max Tomczak,WR,BUF,EXACT,nflverse.players.gsis_id
00-0041287,Kole Wilson,WR,CLE,EXACT,nflverse.players.gsis_id
00-0041292,Kolbe Katsis,WR,DEN,EXACT,nflverse.players.gsis_id
00-0041293,Dane Key,WR,DEN,EXACT,nflverse.players.gsis_id
00-0041294,Joseph Manjack,WR,DEN,EXACT,nflverse.players.gsis_id
00-0041299,Cameron Ross,WR,DEN,EXACT,nflverse.players.gsis_id
00-0041308,Treyvhon Saunders,WR,HOU,EXACT,nflverse.players.gsis_id
00-0041309,Daniel Sobkowicz,WR,HOU,EXACT,nflverse.players.gsis_id
00-0041311,Jalen Walthall,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0041317,Nick DeGennaro,WR,NE,EXACT,nflverse.players.gsis_id
00-0041318,Kyle Dixon,WR,NE,EXACT,nflverse.players.gsis_id
00-0041319,Cameron Dorner,WR,NE,EXACT,nflverse.players.gsis_id
00-0041322,Jimmy Kibble,WR,NE,EXACT,nflverse.players.gsis_id
00-0041342,Dillon Bell,WR,MIN,EXACT,nflverse.players.gsis_id
00-0041352,Marcus Sanders Jr.,WR,MIN,EXACT,nflverse.players.gsis_id
00-0041359,Wesley Grimes,WR,SF,EXACT,nflverse.players.gsis_id
00-0041361,Will Pauling,WR,SF,EXACT,nflverse.players.gsis_id
00-0041368,Harrison Wallace III,WR,AZ,EXACT,nflverse.players.gsis_id
00-0041374,Sincere Brown,WR,LAC,EXACT,nflverse.players.gsis_id
00-0041380,Devonte Ross,WR,LAC,EXACT,nflverse.players.gsis_id
00-0041397,Kaden Wetjen,WR,PIT,EXACT,nflverse.players.gsis_id
00-0041399,CJ Daniels,WR,LA,EXACT,nflverse.players.gsis_id
00-0041407,Kyron Hudson,WR,CHI,EXACT,nflverse.players.gsis_id
00-0041435,Dean Patterson,WR,TB,EXACT,nflverse.players.gsis_id
00-0041438,Carnell Tate,WR,TEN,EXACT,nflverse.players.gsis_id
00-0041443,Skyler Bell,WR,BUF,EXACT,nflverse.players.gsis_id
00-0041451,Brock Rechsteiner,WR,NO,EXACT,nflverse.players.gsis_id
00-0041467,Lewis Bond,WR,HOU,EXACT,nflverse.players.gsis_id
00-0041474,Mante Morrow,WR,LAC,EXACT,nflverse.players.gsis_id
00-0041475,Trayvon Rudolph,WR,MIN,EXACT,nflverse.players.gsis_id
00-0041476,Rashad Rochelle,WR,SEA,EXACT,nflverse.players.gsis_id
00-0041481,Terrill Davis,WR,MIN,EXACT,nflverse.players.gsis_id
00-0041489,Germie Bernard,WR,PIT,EXACT,nflverse.players.gsis_id
00-0041491,Aaron Anderson,WR,CLE,EXACT,nflverse.players.gsis_id
00-0041511,Omar Cooper Jr.,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0041523,Caleb Douglas,WR,MIA,EXACT,nflverse.players.gsis_id
00-0041525,Chris Bell,WR,MIA,EXACT,nflverse.players.gsis_id
00-0041529,Kevin Coleman Jr.,WR,MIA,EXACT,nflverse.players.gsis_id
00-0041542,Malick Meiga,WR,CAR,EXACT,nflverse.players.gsis_id
00-0041547,KC Concepcion,WR,CLE,EXACT,nflverse.players.gsis_id
00-0041550,Brenen Thompson,WR,LAC,EXACT,nflverse.players.gsis_id
LAW090280,Kendrick Law,WR,DET,EXACT,nflverse.players.gsis_id
RUC514959,Corey Rucker,WR,LV,EXACT,nflverse.players.gsis_id
